defn,sentence,list1,list2,gptlist,f1,dataset,id
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Most of the outer irregular moon s of Jupiter and Saturn also have retrograde orbits , as do some of Uranus ' s outer moons .","irregular moon, uranus, saturn, jupiter","jupiter, outer irregular moons, uranus, saturn, retrograde orbits",2,0.6666666666666666,science,23
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","The remainder were distributed off a ferry near Hong Kong , the ferry between Hainan Island and the Chinese mainland , a ferry in Vietnam , White 's Ferry on the Potomac River in Virginia on Father 's Day 2007 , and on author H. P. Lovecraft ' s grave in Providence , Rhode Island on December 17 , 2005 .","hong kong, h. p. lovecraft, father 's day, white 's ferry, providence, virginia, hainan island, chinese mainland, rhode island, potomac river, vietnam","chinese mainland, providence, h. p. lovecraft, virginia, hainan island, vietnam, white's ferry, rhode island, hong kong, potomac river",2,0.8571428571428571,lit,25
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Such mass wasting occurs on both terrestrial and submarine slopes , and has been observed on Earth , Mars , Venus , Titan and Iapetus .","iapetus, mass wasting, earth, titan, venus, mars","mars, venus, earth, iapetus, titan",1,0.9090909090909092,science,26
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Somatic enrichment for transversion mutations ( G : CT : A ) has been associated with base excision repair ( BER ) deficiency and linked to defective MUTYH , a DNA glycosylase , in colorectal cancer .","ber, colorectal cancer, dna glycosylase, transversion, base excision repair, mutyh","transversion mutations, dna glycosylase, somatic enrichment, base excision repair (ber, colorectal cancer, mutyh",2,0.5,science,35
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous",Rolling Stone magazine ranked him number 13 in its list of 100 Greatest Artists .,"100 greatest artists, rolling stone","100 greatest artists, rolling stone magazine",2,0.5,lit,39
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","They were inducted by Chuck D and LL Cool J on April 14 , 2012 therefore the group didn 't perform ; instead Black Thought , Travie from Gym Class Heroes and Kid Rock performed a medley of their songs .","black thought, chuck d, kid rock, travie, gym class heroes, ll cool j","chuck d, black thought, travie, gym class heroes, ll cool j, medley, kid rock",1,0.9230769230769232,music,42
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Herschbach is a Fellow of the American Academy of Arts and Sciences , the National Academy of Sciences , the American Philosophical Society and the Royal Chemical Society of Great Britain .","fellow of the american academy of arts and sciences, royal chemical society of great britain, herschbach, american philosophical society, national academy of sciences","american philosophical society, american academy of arts and sciences, national academy of sciences, royal chemical society of great britain, herschbach",2,0.8,science,47
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","Some modern artists that primarily or entirely produce country pop music include Kacey Musgraves , Maren Morris , Kelsea Ballerini , Sam Hunt , Kane Brown , Chris Lane , and Dan + Shay .","sam hunt, kelsea ballerini, dan + shay, country pop, maren morris, kacey musgraves, kane brown, chris lane","sam hunt, chris lane, dan + shay, kacey musgraves, maren morris, kelsea ballerini, country pop music, kane brown",1,0.875,music,48
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location",An updated measurement noise variance estimate can be obtained from the maximum likelihood calculation,maximum likelihood,maximum likelihood calculation,2,0.0,ai,51
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","The first film was premiered at the 1962 Cannes Film Festival , where Lloyd was fêted as a major rediscovery .","1962 cannes film festival, first film, lloyd","lloyd, cannes film festival",1,0.4,lit,55
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","CCR1 was the first CC chemokine receptor identified and binds multiple inflammatory / inducible ( see inducible gene ) CC chemokines ( including CCL4 , CCL5 , CCL6 , CCL14 , CCL15 , CCL16 and CCL23 ) .","ccl16, ccr1, ccl23, cc chemokine receptor, ccl6, cc chemokines, ccl14, inducible gene, ccl4, ccl15, ccl5","ccl4, ccl6, ccl5, ccl23, ccl16, ccl14, ccl15, cc chemokine receptor, cc chemokines, ccr1",1,0.9523809523809524,science,59
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","During this period he designed album sleeves and additional material for such acts as the Sutherland Brothers , Kevin Coyne , Edgar Broughton Band , Chilli Willi and the Red Hot Peppers , Quiver , the Kursaal Flyers and Michael Moorcock and the Deep Fix .","kevin coyne, chilli willi and the red hot peppers, quiver, edgar broughton band, michael moorcock and the deep fix, sutherland brothers, the kursaal flyers","sutherland brothers, kursaal flyers, quiver, edgar broughton band, deep fix, michael moorcock, chilli willi and the red hot peppers, kevin coyne",2,0.6666666666666666,music,67
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Two further super-Earths were discovered in 2006 : OGLE-2005-BLG-390Lb with a mass of 5.5 Earth masses , which was found by gravitational microlensing , and HD 69830 b with a mass of 10 Earth masses .","hd 69830 b, ogle-2005-blg-390lb, super-earths, gravitational microlensing","gravitational microlensing, earth, ogle-2005-blg-390lb, hd 69830 b, earth, super-earths",1,0.8888888888888888,science,68
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous",Havens was invited to perform at the 2008 Cannes Film Festival opening ceremony .,"havens, 2008 cannes film festival, opening ceremony","cannes film festival, havens",1,0.4,lit,69
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","This policy decision was contradicted , however , by the staging of the Alternative Vote referendum on 5 May 2011 as well.ref name = date / Labour MP Ian Davidson expressed opposition to the referendum being staged on the same date as other elections.ref name = date / Scottish Secretary Michael Moore stated that having the referendum on another date would cost an additional £ 17 million.ref name = date","ian davidson, alternative vote referendum, michael moore","ian davidson, scottish, labour, michael moore, alternative vote referendum, mp",1,0.6666666666666666,pol,72
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Previously , Dr. Paulos held the Cooper-Siegel Associate Professor Chair in the School of Computer Science at Carnegie Mellon University where he was faculty within the Human-Computer Interaction Institute with courtesy faculty appointments in the Robotics Institute and in the Entertainment Technology Center .","carnegie mellon university, entertainment technology center, human-computer interaction institute, robotics institute, dr. paulos, school of computer science","robotics institute, carnegie mellon university, entertainment technology center, human-computer interaction institute, dr. paulos, school of computer science, cooper-siegel associate professor chair",1,0.9230769230769232,ai,73
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","This was the case , for instance , in the The Weapon Shops of Isher series , the The Mixed Men series , and in single stories such as Heir Apparent ( 1945 ) , whose protagonist was described as a benevolent dictator .","the weapon shops of isher series, the mixed men series, heir apparent","the mixed men, heir apparent, the weapon shops of isher",1,0.3333333333333333,lit,77
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","He was a fellow of the Society of Experimental Test Pilots ( SETP ) and the American Astronautical Society , as well as an associate fellow of the American Institute of Aeronautics and Astronautics .","fellow of the american institute of aeronautics and astronautics, fellow of the society of experimental test pilots, american astronautical society, setp","society of experimental test pilots (setp, american astronautical society, american institute of aeronautics and astronautics",2,0.2857142857142857,science,78
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Sitting as a Liberal Party of Canada Member of Parliament ( MP ) for Niagara Falls , she joined the Canadian Cabinet after the Liberals defeated the Progressive Conservative Party of Canada government of John Diefenbaker in the 1963 Canadian federal election .","canadian cabinet, 1963 canadian federal election, liberals, progressive conservative party of canada, john diefenbaker, niagara falls, liberal party of canada","liberal party of canada, parliament, 1963 canadian federal election, liberals, niagara falls, canadian cabinet, progressive conservative party of canada, john diefenbaker",1,0.9333333333333332,pol,82
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Continuing the example using the maximum likelihood estimator , the probability density function ( pdf ) of the noise for one sample mathw n / math is","probability density function (pdf, maximum likelihood estimator","probability density function, pdf, maximum likelihood estimator",1,0.4,ai,87
