defn,sentence,list1,list2,gptlist,f1,dataset,id
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Instead , for the UEFA Euro 2008 articles ( UEFA Euro 2008 , UEFA Euro 2008 Group A , UEFA Euro 2008 Group B , UEFA Euro 2008 Group C , UEFA Euro 2008 Group D and UEFA Euro 2008 knockout stage ) , the old partial URL string ones :","uefa euro 2008, uefa euro 2008 knockout stage, uefa euro 2008 group a, uefa euro 2008 group b, uefa euro 2008 group c, uefa euro 2008 group d","uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008",1,0.2857142857142857,science,71
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Previously , Dr. Paulos held the Cooper-Siegel Associate Professor Chair in the School of Computer Science at Carnegie Mellon University where he was faculty within the Human-Computer Interaction Institute with courtesy faculty appointments in the Robotics Institute and in the Entertainment Technology Center .","carnegie mellon university, entertainment technology center, human-computer interaction institute, robotics institute, dr. paulos, school of computer science","robotics institute, carnegie mellon university, entertainment technology center, human-computer interaction institute, dr. paulos, school of computer science, cooper-siegel associate professor chair",1,0.9230769230769232,ai,73
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Same edit patterns with beauty pageant related articles e.g. , Miss Macau , Miss Cambodia , List of Thai representatives at international male beauty pageants , and etc .","miss macau, list of thai representatives at international male beauty pageants, miss cambodia","thai, miss cambodia, miss macau",2,0.6666666666666666,pol,74
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","This was the case , for instance , in the The Weapon Shops of Isher series , the The Mixed Men series , and in single stories such as Heir Apparent ( 1945 ) , whose protagonist was described as a benevolent dictator .","the weapon shops of isher series, the mixed men series, heir apparent","the mixed men, heir apparent, the weapon shops of isher",1,0.3333333333333333,lit,77
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Following the appointment of the Second Morrison Ministry in May 2019 , Scott Morrison announced David Littleproud ' s previous ministerial positions were separated , with Bridget McKenzie as Minister for Agriculture and Littleproud as Minister for Water Resources .","second morrison ministry, scott morrison, bridget mckenzie, david littleproud","david littleproud, second morrison ministry, scott morrison, agriculture, bridget mckenzie, littleproud",1,0.8,pol,80
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","A more extensive tribute was given later that year in December at the Southbank Centre in the Queen Elizabeth Hall called The Lady : A Tribute to Sandy Denny with a band composed of members of Bellowhead , the evening featured a mix of young folk acts like Jim Moray and Lisa Knapp alongside those that had known and worked with Denny such as Dave Swarbrick and Jerry Donahue .","jerry donahue, jim moray, dave swarbrick, lisa knapp, the lady : a tribute to sandy denny, queen elizabeth hall, denny, southbank centre, bellowhead","queen elizabeth hall, jim moray, jerry donahue, bellowhead, southbank centre, the lady: a tribute to sandy denny, dave swarbrick, lisa knapp, sandy denny",2,0.7777777777777778,music,83
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Zurada has served the engineering profession as a long-time volunteer of IEEE : as 2014 IEEE Vice-President-Technical Activities ( TAB Chair ) , as President of IEEE Computational Intelligence Society in 2004-05 and the ADCOM member in 2009-14 , 2016-18 and earlier years .","adcom, zurada, ieee computational intelligence society, ieee, 2014 ieee vice-president-technical activities","2014 ieee vice-president-technical activities, tab chair, adcom member, ieee, zurada, ieee computational intelligence society",2,0.7272727272727273,ai,86
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","It features songs from both The Better Life and Away from the Sun , and even some early sketches of It 's Not Me and Father 's Son , which were both eventually released on Seventeen Days .","seventeen days, father 's son, away from the sun, it 's not me, the better life","the better life, away from the sun, it's not me, father's son, seventeen days",2,0.6,music,88
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","In 1909 , Strindberg thought he might get the Nobel Prize in Literature , but instead lost to Selma Lagerlöf , the first woman and first Swede to win the award .","the award, selma lagerlöf, nobel prize in literature, strindberg","strindberg, selma lagerlöf, nobel prize in literature, swede",1,0.75,lit,90
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","In 1974 he returned to the No. 1 spot on the R & B charts with The Payback , with the The Payback reaching the same spot on the album charts ; he would reach No. 1 two more times in 1974 , with My Thang and Papa Don 't Take No Mess .","r & b, papa don 't take no mess, the payback, the payback, my thang","my thang, papa don't take no mess, the payback",2,0.5714285714285714,music,91
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Incumbent Democrat John Glenn won re-election to a second term in a landslide with 69 % of the vote over Jim Betts , State Representative , coinciding with Ronald Reagan ' s substantial win in the state during the 1980 United States presidential election in Ohio .","democrat, ohio, ronald reagan, 1980 united states presidential election, john glenn, jim betts","jim betts, john glenn, ronald reagan, 1980 united states presidential election in ohio, democrat",1,0.7272727272727273,pol,94
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","This research was fundamental to the development of modern techniques of speech synthesis , reading machines for the blind , the study of speech perception and speech recognition , and the development of the motor theory of speech perception .","reading machines for the blind, modern techniques of speech synthesis, speech recognition, motor theory of speech perception","speech perception, speech synthesis, speech recognition, reading machines for the blind, motor theory of speech perception",1,0.6666666666666666,ai,95
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory",He is a past Chair of the Division for Planetary Sciences ( DPS ) of the American Astronomical Society and was the first editor of the Journal of Geophysical Research .,"division for planetary sciences (dps, journal of geophysical research, american astronomical society","dps, american astronomical society, division for planetary sciences, journal of geophysical research",1,0.5714285714285714,science,97
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","The counts of TP , TN , FP , and FN are usually kept on a table known as the confusion matrix .",confusion matrix,"confusion matrix, fp, tn, tp, fn",1,0.3333333333333333,ai,98
