defn,sentence,list1,list2,gptlist,f1,dataset,id
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","The Party stood one candidate , John Morris , in the 1997 United Kingdom general election and 2001 United Kingdom general election in the Guildford constituency , and two in the 2005 United Kingdom general election with Caroline O 'Reilly also standing in Brighton Kemptown .","2005 united kingdom general election, 1997 united kingdom general election, 2001 united kingdom general election, john morris, guildford, brighton kemptown","caroline o'reilly, john morris, brighton kemptown, 1997 united kingdom general election, 2001 united kingdom general election, 2005 united kingdom general election, guildford constituency, the party",2,0.7142857142857143,pol,34
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","In March 1987 , Western Goals UK had filed a complaint with the Charity Commission for England and Wales against three major British charities , Oxfam , War on Want , and Christian Aid claiming that they were involved in political campaigning work ( which was then contrary to UK charity law ) in support of left-wing organizations due to their campaigns against apartheid in South Africa .","war on want, apartheid, charity commission for england and wales, western goals uk, south africa, british, oxfam, christian aid","british, uk, christian aid, western goals uk, charity commission for england and wales, apartheid, war on want, south africa, oxfam",1,0.9411764705882352,pol,38
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","In the same year , he produced the first French language editions of Joseph Conrad ' s Heart of Darkness and Lord Jim .","joseph conrad, french language, lord jim, heart of darkness","lord jim, french, heart of darkness, joseph conrad",1,0.75,lit,40
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","He attended the U.S. Air Force Institute of Technology for a year , earning a bachelor 's degree in aeromechanics , and received his test pilot training at Edwards Air Force Base in California before his assignment as a test pilot at Wright-Patterson Air Force Base in Ohio .","u.s. air force institute of technology, edwards air force base, ohio, wright-patterson air force base, california, aeromechanics","test pilot, california, u.s. air force institute of technology, wright-patterson air force base, edwards air force base, ohio, aeromechanics",2,0.9230769230769232,science,43
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","In 1952 , the U.S. Army patented a process for the Preparation of Toxic Ricin , publishing a method of producing this powerful toxin .","preparation of toxic ricin, ricin, u.s. army","u.s. army, preparation of toxic ricin",1,0.8,science,45
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Since the Google acquisition , the company has notched up a number of significant achievements , perhaps the most notable being the creation of AlphaGo , a program that defeated world champion Lee Sedol at the complex game of Go .","go, lee sedol, google, alphago","the game of go, alphago, google, lee sedol",2,0.75,ai,46
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","Some modern artists that primarily or entirely produce country pop music include Kacey Musgraves , Maren Morris , Kelsea Ballerini , Sam Hunt , Kane Brown , Chris Lane , and Dan + Shay .","sam hunt, kelsea ballerini, dan + shay, country pop, maren morris, kacey musgraves, kane brown, chris lane","sam hunt, chris lane, dan + shay, kacey musgraves, maren morris, kelsea ballerini, country pop music, kane brown",1,0.875,music,48
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Federico Fellini , Burke and Waller , 12 His films have ranked in polls such as Cahiers du cinéma and Sight & Sound , which lists his 1963 film 8 ½ as the 10th-greatest film .","8 ½, sight & sound, burke, cahiers du cinéma, waller, federico fellini","8 ½, cahiers du cinéma, burke and waller, sight & sound, federico fellini",2,0.7272727272727273,lit,57
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","A popular application for serial robots in today 's industry is the pick-and-place assembly robot , called a SCARA robot , which has four degrees of freedom .","assembly, scara robot","scara robot, pick-and-place assembly robot, serial robots",2,0.4,ai,60
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Two further super-Earths were discovered in 2006 : OGLE-2005-BLG-390Lb with a mass of 5.5 Earth masses , which was found by gravitational microlensing , and HD 69830 b with a mass of 10 Earth masses .","hd 69830 b, ogle-2005-blg-390lb, super-earths, gravitational microlensing","gravitational microlensing, earth, ogle-2005-blg-390lb, hd 69830 b, earth, super-earths",1,0.8888888888888888,science,68
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","In 2010 , Goodall through JGI formed a coalition with a number of organizations such as the Wildlife Conservation Society ( WCS ) and the Humane Society of the United States ( HSUS ) and petitioned to list all chimpanzees including those that are captive as endangered .","jgi, goodall, hsus, humane society of the united states, wcs, wildlife conservation society","goodall, wcs, humane society of the united states, hsus, chimpanzees, wildlife conservation society, jgi",2,0.9230769230769232,science,75
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Jorge Luis Borges wrote a contemporary bestiary of sorts , the Book of Imaginary Beings , which collects imaginary beasts from bestiaries and fiction .","fiction, jorge luis borges, book of imaginary beings","bestiaries, jorge luis borges, book of imaginary beings",2,0.6666666666666666,lit,79
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Following the appointment of the Second Morrison Ministry in May 2019 , Scott Morrison announced David Littleproud ' s previous ministerial positions were separated , with Bridget McKenzie as Minister for Agriculture and Littleproud as Minister for Water Resources .","second morrison ministry, scott morrison, bridget mckenzie, david littleproud","david littleproud, second morrison ministry, scott morrison, agriculture, bridget mckenzie, littleproud",1,0.8,pol,80
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","A more extensive tribute was given later that year in December at the Southbank Centre in the Queen Elizabeth Hall called The Lady : A Tribute to Sandy Denny with a band composed of members of Bellowhead , the evening featured a mix of young folk acts like Jim Moray and Lisa Knapp alongside those that had known and worked with Denny such as Dave Swarbrick and Jerry Donahue .","jerry donahue, jim moray, dave swarbrick, lisa knapp, the lady : a tribute to sandy denny, queen elizabeth hall, denny, southbank centre, bellowhead","queen elizabeth hall, jim moray, jerry donahue, bellowhead, southbank centre, the lady: a tribute to sandy denny, dave swarbrick, lisa knapp, sandy denny",2,0.7777777777777778,music,83
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Zurada has served the engineering profession as a long-time volunteer of IEEE : as 2014 IEEE Vice-President-Technical Activities ( TAB Chair ) , as President of IEEE Computational Intelligence Society in 2004-05 and the ADCOM member in 2009-14 , 2016-18 and earlier years .","adcom, zurada, ieee computational intelligence society, ieee, 2014 ieee vice-president-technical activities","2014 ieee vice-president-technical activities, tab chair, adcom member, ieee, zurada, ieee computational intelligence society",2,0.7272727272727273,ai,86
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","During World War I , he played a key role among those who advocated the Allies of World War I cause , arguing that Brazil should be more involved in the war .","allies of world war i, world war i, brazil","world war i, brazil, world war i, allies",1,0.6666666666666666,pol,89
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","In 1909 , Strindberg thought he might get the Nobel Prize in Literature , but instead lost to Selma Lagerlöf , the first woman and first Swede to win the award .","the award, selma lagerlöf, nobel prize in literature, strindberg","strindberg, selma lagerlöf, nobel prize in literature, swede",1,0.75,lit,90
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Early interlingual MT systems were also built at Stanford in the 1970s by Roger Schank and Yorick Wilks ; the former became the basis of a commercial system for the transfer of funds , and the latter 's code is preserved at The Computer Museum at Boston as the first interlingual machine translation system .","interlingual machine translation system, interlingual mt systems, the computer museum, stanford, boston, roger schank, yorick wilks","first interlingual machine translation system, yorick wilks, roger schank, the computer museum at boston, interlingual mt systems, stanford",2,0.6153846153846154,ai,92
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","Phillips was signed as a solo artist with Myrrh Records under her given name and recorded four Christian pop albums : Beyond Saturday Night , Dancing with Danger , Black and White in a Grey World and , The Turning .","beyond saturday night, christian pop, black and white in a grey world, phillips, the turning, dancing with danger, myrrh records","beyond saturday night, myrrh records, the turning, black and white in a grey world, christian pop albums, dancing with danger, phillips",1,0.8571428571428571,music,93
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","A favorite technique of contemporary jazz writers , ostinati are often used in Modal jazz and Latin jazz and traditional African music including Gnawa music .","traditional african music, modal jazz, contemporary jazz, gnawa music, latin jazz","gnawa music, contemporary jazz, modal jazz, african music, ostinati, latin jazz",1,0.7272727272727273,music,96
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","Criticism on Meshadi Azizbekov 's political views by Maharram Zulfuqarli - SalamInfo Though Azerbaijan Communist Party and many other local left-wing politicians and the people sees Azizbekov as an important , notable and positive figure in the history of Azerbaijan .","azerbaijan, maharram zulfuqarli, azizbekov, meshadi azizbekov, azerbaijan communist party","salaminfo, maharram zulfuqarli, meshadi azizbekov, local left-wing politicians, history of azerbaijan, azizbekov, azerbaijan communist party",2,0.6666666666666666,pol,99
