defn,sentence,list1,list2,gptlist,f1,dataset,id
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","In 1952 , the U.S. Army patented a process for the Preparation of Toxic Ricin , publishing a method of producing this powerful toxin .","preparation of toxic ricin, ricin, u.s. army","u.s. army, preparation of toxic ricin",1,0.8,science,45
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","Some modern artists that primarily or entirely produce country pop music include Kacey Musgraves , Maren Morris , Kelsea Ballerini , Sam Hunt , Kane Brown , Chris Lane , and Dan + Shay .","sam hunt, kelsea ballerini, dan + shay, country pop, maren morris, kacey musgraves, kane brown, chris lane","sam hunt, chris lane, dan + shay, kacey musgraves, maren morris, kelsea ballerini, country pop music, kane brown",1,0.875,music,48
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location",An updated measurement noise variance estimate can be obtained from the maximum likelihood calculation,maximum likelihood,maximum likelihood calculation,2,0.0,ai,51
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","The film is based on The Caine Mutiny , the 1951 Pulitzer Prize -winning novel written by Herman Wouk .","the caine mutiny, 1951 pulitzer prize, herman wouk, novel","novel, pulitzer prize, herman wouk, the caine mutiny",1,0.75,lit,53
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","In 1984 , Loverboy recorded the United States at the 1984 Summer Olympics theme for the 1984 Summer Olympics , Nothing 's Gonna Stop You Now .","united states, loverboy, 1984 summer olympics, nothing's gonna stop you now","1984 summer olympics, 1984 summer olympics, loverboy, nothing 's gonna stop you now, united states",1,0.75,music,54
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","Federico Fellini , Burke and Waller , 12 His films have ranked in polls such as Cahiers du cinéma and Sight & Sound , which lists his 1963 film 8 ½ as the 10th-greatest film .","8 ½, sight & sound, burke, cahiers du cinéma, waller, federico fellini","8 ½, cahiers du cinéma, burke and waller, sight & sound, federico fellini",2,0.7272727272727273,lit,57
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","The journal has published ground-breaking work in the areas of biomechanics , skin transplantation and neurophysiology , and has published work by Nobel Prize winners Peter Medawar and August Krogh .","journal, august krogh, skin transplantation, peter medawar, biomechanics, neurophysiology, nobel prize","august krogh, skin transplantation, biomechanics, neurophysiology, peter medawar, nobel prize",1,0.9230769230769232,science,58
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","A Chamberland filter , also known as a Louis Pasteur -Chamberland filter , is a porcelain water filter invented by Charles Chamberland in 1884 .","porcelain water filter, louis pasteur-chamberland filter, chamberland filter, charles chamberland","porcelain water filter, charles chamberland, louis pasteur -chamberland filter, chamberland filter",1,0.75,science,64
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","That year , she also recorded a duet with singer Randy Stonehill for his Love Beyond Reason album , titled I Could Never Say Goodbye , and recorded The Animals ' Christmas with Art Garfunkel .","love beyond reason, randy stonehill, art garfunkel, i could never say goodbye, the animals ' christmas","love beyond reason, art garfunkel, randy stonehill, the animals' christmas, i could never say goodbye",2,0.8,music,65
"Named entities are phrases that represent the name of a scientist, person, university, organization, country, location, discipline, enzyme, protein, chemical compound, chemical element, event, astronomical object, academic journal, award or theory","Instead , for the UEFA Euro 2008 articles ( UEFA Euro 2008 , UEFA Euro 2008 Group A , UEFA Euro 2008 Group B , UEFA Euro 2008 Group C , UEFA Euro 2008 Group D and UEFA Euro 2008 knockout stage ) , the old partial URL string ones :","uefa euro 2008, uefa euro 2008 knockout stage, uefa euro 2008 group a, uefa euro 2008 group b, uefa euro 2008 group c, uefa euro 2008 group d","uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008, uefa euro 2008",1,0.2857142857142857,science,71
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","This policy decision was contradicted , however , by the staging of the Alternative Vote referendum on 5 May 2011 as well.ref name = date / Labour MP Ian Davidson expressed opposition to the referendum being staged on the same date as other elections.ref name = date / Scottish Secretary Michael Moore stated that having the referendum on another date would cost an additional £ 17 million.ref name = date","ian davidson, alternative vote referendum, michael moore","ian davidson, scottish, labour, michael moore, alternative vote referendum, mp",1,0.6666666666666666,pol,72
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","Previously , Dr. Paulos held the Cooper-Siegel Associate Professor Chair in the School of Computer Science at Carnegie Mellon University where he was faculty within the Human-Computer Interaction Institute with courtesy faculty appointments in the Robotics Institute and in the Entertainment Technology Center .","carnegie mellon university, entertainment technology center, human-computer interaction institute, robotics institute, dr. paulos, school of computer science","robotics institute, carnegie mellon university, entertainment technology center, human-computer interaction institute, dr. paulos, school of computer science, cooper-siegel associate professor chair",1,0.9230769230769232,ai,73
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","In addition to Underwood , American Idol launched the careers of Kellie Pickler , Josh Gracin , Bucky Covington , Kristy Lee Cook , Danny Gokey , Lauren Alaina and Scotty McCreery ( as well as that of occasional country singer Kelly Clarkson ) in the decade , and would continue to launch country careers in the 2010s .","kristy lee cook, underwood, country, american idol, lauren alaina, josh gracin, danny gokey, scotty mccreery, kelly clarkson, bucky covington, kellie pickler","josh gracin, kellie pickler, kelly clarkson, scotty mccreery, kristy lee cook, lauren alaina, danny gokey, bucky covington, american idol, underwood",2,0.9523809523809524,music,76
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","In practice , machine learning algorithms cope with that either by employing a convex approximation to the 0-1 loss function ( like hinge loss for Support vector machine ) , which is easier to optimize , or by imposing assumptions on the distribution mathP ( x , y ) / math ( and thus stop being agnostic learning algorithms to which the above result applies ) .","convex approximation, loss function, hinge loss, support vector machine, agnostic learning algorithms","hinge loss, agnostic learning algorithms, support vector machine, machine learning algorithms",2,0.6666666666666666,ai,85
"Named entities are phrases that represent the name of a politician, person, organization, political party, event, election, country or location","During World War I , he played a key role among those who advocated the Allies of World War I cause , arguing that Brazil should be more involved in the war .","allies of world war i, world war i, brazil","world war i, brazil, world war i, allies",1,0.6666666666666666,pol,89
"Named entities are phrases that represent the name of a book, writer, award, poem, event, magazine, person, location, organization, country, miscellaneous","In 1909 , Strindberg thought he might get the Nobel Prize in Literature , but instead lost to Selma Lagerlöf , the first woman and first Swede to win the award .","the award, selma lagerlöf, nobel prize in literature, strindberg","strindberg, selma lagerlöf, nobel prize in literature, swede",1,0.75,lit,90
"Named entities are phrases that represent the name of a music genre, song, band, album, musical artist, musical instrument, award, event, country, location, organization or person","In 1974 he returned to the No. 1 spot on the R & B charts with The Payback , with the The Payback reaching the same spot on the album charts ; he would reach No. 1 two more times in 1974 , with My Thang and Papa Don 't Take No Mess .","r & b, papa don 't take no mess, the payback, the payback, my thang","my thang, papa don't take no mess, the payback",2,0.5714285714285714,music,91
"Named entities are phrases that represent the name of a field, task, product, algorithm, researcher, metrics, university, country, person, organization or location","The counts of TP , TN , FP , and FN are usually kept on a table known as the confusion matrix .",confusion matrix,"confusion matrix, fp, tn, tp, fn",1,0.3333333333333333,ai,98
