text,entities,truth,pred,meta,f1,pred_text,truth_text,correct
INDIANAPOLIS 8 6 0 269 284,['INDIANAPOLIS'],"['B-ORG', 'O', 'O', 'O', 'O', 'O']","['B-LOC', 'O', 'O', 'O', 'O', 'O']","1. INDIANAPOLIS | True | INDIANAPOLIS could mean the city in which is a location(LOC) or a sports team which would be an organisation (ORG).
2. 8 | False | 8 is a simple number, and has no specific named entity or distinct existence.
3. 6 | False | Like 8, 6 is also just a number and not a named entity.
4. 0 | False | 0 is yet another number and isn't a named entity.
5. 269 | False | like previous numbers, 269 isn't a named entity.
6. 284 | False | 284, as with all the other numbers listed, is just a number and holds no significant entity in-person, location, organization, etc.",0.0,INDIANAPOLIS | B-LOC 8 | O 6 | O 0 | O 269 | O 284 | O,INDIANAPOLIS | B-ORG 8 | O 6 | O 0 | O 269 | O 284 | O,False
"Canada 's Bre-X Minerals Ltd and Barrick Gold Corp are to continue negotiations to hammer out a partnership agreement to develop the spectacular Busang gold find in Indonesia , sources close to the talks said on Friday .","['Canada', 'Bre-X Minerals Ltd', 'Barrick Gold Corp', 'Busang', 'Indonesia']","['B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Canada | True | as it is a place or location (LOC).
2. Bre-X Minerals Ltd | True | as it is an organization. (ORG)
3. Barrick Gold Corp | True | as it is an organization. (ORG)
4. partnership agreement | False | as it is an action
5. Busang | True | Busang gold find indicates it is a location of a gold mine hence it is a location. (LOC)
6. Indonesia | True | as it is a place or location (LOC).
7. sources | False | as it is not a specific identified group or individuals
8. talks | False | as it is an action
9. Friday | False | as it is a date.",1.0,"Canada | B-LOC 's | O Bre-X | B-ORG Minerals | I-ORG Ltd | I-ORG and | O Barrick | B-ORG Gold | I-ORG Corp | I-ORG are | O to | O continue | O negotiations | O to | O hammer | O out | O a | O partnership | O agreement | O to | O develop | O the | O spectacular | O Busang | B-LOC gold | O find | O in | O Indonesia | B-LOC , | O sources | O close | O to | O the | O talks | O said | O on | O Friday | O . | O","Canada | B-LOC 's | O Bre-X | B-ORG Minerals | I-ORG Ltd | I-ORG and | O Barrick | B-ORG Gold | I-ORG Corp | I-ORG are | O to | O continue | O negotiations | O to | O hammer | O out | O a | O partnership | O agreement | O to | O develop | O the | O spectacular | O Busang | B-LOC gold | O find | O in | O Indonesia | B-LOC , | O sources | O close | O to | O the | O talks | O said | O on | O Friday | O . | O",True
"12/15/2000 1,250M 6.25 4.10",[],"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']","None of the provided elements are entities. They appear to be numbers and dates, which are not entities in terms of being a person (PER), title, named organization (ORG), location (LOC), country (LOC) or nationality (MISC). 

1. 12/15/2000 | False | as it is a date
2. 1,250M | False | as it is a numeric value
3. 6.25 | False | as it is a numeric value
4. 4.10 | False | as it is a numeric value",0.0,"12/15/2000 | O 1,250M | O 6.25 | O 4.10 | O","12/15/2000 | O 1,250M | O 6.25 | O 4.10 | O",True
Summary of Saturday 's Spanish first division match :,['Spanish'],"['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']","1. Summary | False | as it is not a named person, organization or location
2. Saturday | False | as it represents a day of the week, with no distinct and independent existence.
3. Spanish first division | True | as it references the Spanish professional football division, hence it is an organization (ORG)
4. match | False | as it is an event, not a named entity.",0.0,Summary | O of | O Saturday | O 's | O Spanish | B-ORG first | I-ORG division | I-ORG match | O : | O,Summary | O of | O Saturday | O 's | O Spanish | B-MISC first | O division | O match | O : | O,False
"The Palestine Liberation Organisation ( PLO ) negotiators said the last two weeks of talks with Israel on implementing the long-delayed handover of most of Hebron to PLO rule had been "" meaningless "" , necessitating an Arafat-Netanyahu meeting .","['Palestine Liberation Organisation', 'PLO', 'Israel', 'Hebron', 'PLO']","['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']","1. The Palestine Liberation Organisation (PLO) | True | as it is a political organization (ORG)
    2. negotiators | False | as it is a general term, not specific to any individual
    3. talks | False | as it is an event
    4. Israel | True | as it is a country (LOC)
    5. Hebron | True | as it is a location (LOC)
    6. PLO rule | False | as ""PLO"" is already mentioned as an organization separately and ""rule"" is not a named object or person
    7. Arafat-Netanyahu meeting | True | this is a slightly tricky case as it refers indirectly to two people, Yasser Arafat & Benjamin Netanyahu. Hence, it can be considered as a two entities - Yasser Arafat (PER) and Benjamin Netanyahu (PER).",0.4444444444444445,"The | B-ORG Palestine | I-ORG Liberation | I-ORG Organisation | I-ORG ( | O PLO | O ) | O negotiators | O said | O the | O last | O two | O weeks | O of | O talks | O with | O Israel | B-LOC on | O implementing | O the | O long-delayed | O handover | O of | O most | O of | O Hebron | B-LOC to | O PLO | O rule | O had | O been | O "" | O meaningless | O "" | O , | O necessitating | O an | O Arafat-Netanyahu | B-PER meeting | I-PER . | O","The | O Palestine | B-ORG Liberation | I-ORG Organisation | I-ORG ( | O PLO | B-ORG ) | O negotiators | O said | O the | O last | O two | O weeks | O of | O talks | O with | O Israel | B-LOC on | O implementing | O the | O long-delayed | O handover | O of | O most | O of | O Hebron | B-LOC to | O PLO | B-ORG rule | O had | O been | O "" | O meaningless | O "" | O , | O necessitating | O an | O Arafat-Netanyahu | O meeting | O . | O",False
WEATHER - Conditions at CIS airports - Dec 6 .,['CIS'],"['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']","1. WEATHER | False | as it is not a named person, organization or location
2. Conditions | False | as it is not a named person, organization or location
3. CIS airports | True | as it is a named organization (ORG) 
4. Dec 6 | False | as it is a date and not a person, organization or location.",0.0,WEATHER | O - | O Conditions | O at | O CIS | B-ORG airports | I-ORG - | O Dec | O 6 | O . | O,WEATHER | O - | O Conditions | O at | O CIS | B-LOC airports | O - | O Dec | O 6 | O . | O,False
""" It was the joy that we all had over the period , that I shared with people that I grew to love , that I treasure most , "" he added .",[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. It | False | as it is a pronoun 
2. joy | False | as it refers to an emotion, not a specific entity
3. people | False | as it is a generic term, not specific entity
4. I | False | as it is a pronoun 
5. he | False | as it is a pronoun",0.0,""" | O It | O was | O the | O joy | O that | O we | O all | O had | O over | O the | O period | O , | O that | O I | O shared | O with | O people | O that | O I | O grew | O to | O love | O , | O that | O I | O treasure | O most | O , | O "" | O he | O added | O . | O",""" | O It | O was | O the | O joy | O that | O we | O all | O had | O over | O the | O period | O , | O that | O I | O shared | O with | O people | O that | O I | O grew | O to | O love | O , | O that | O I | O treasure | O most | O , | O "" | O he | O added | O . | O",True
Coleraine 10 7 1 2 18 11 22,['Coleraine'],"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Coleraine | True | This is a name, which in this case represents a sports team, thus qualifying as an organization (ORG)
    2. 10 | False | This is just a number, not an entity
    3. 7 | False | This is just a number, not an entity
    4. 1 | False | This is just a number, not an entity
    5. 2 | False | This is just a number, not an entity
    6. 18 | False | This is just a number, not an entity
    7. 11 | False | This is just a number, not an entity
    8. 22 | False | This is just a number, not an entity.",1.0,Coleraine | B-ORG 10 | O 7 | O 1 | O 2 | O 18 | O 11 | O 22 | O,Coleraine | B-ORG 10 | O 7 | O 1 | O 2 | O 18 | O 11 | O 22 | O,True
"useful progress was made on a number of issues , but not all .",[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. useful progress | False | as it is not a named person, organization or location
    2. number of issues | False | as it is an abstract concept
    3. all | False | as it is not a person, organization or location",0.0,"useful | O progress | O was | O made | O on | O a | O number | O of | O issues | O , | O but | O not | O all | O . | O","useful | O progress | O was | O made | O on | O a | O number | O of | O issues | O , | O but | O not | O all | O . | O",True
The freak accident occurred in Mafikeng on Thursday .,['Mafikeng'],"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']","1. freak accident | False | as it is an event
    2. Mafikeng | True | as it is a location (LOC)
    3. Thursday | False | as it is a date/time",1.0,The | O freak | O accident | O occurred | O in | O Mafikeng | B-LOC on | O Thursday | O . | O,The | O freak | O accident | O occurred | O in | O Mafikeng | B-LOC on | O Thursday | O . | O,True
"Lahd , a 69-year-old former Lebanese army major-general , heads the 3,000-strong SLA militia which helps Israel hold a border zone in south Lebanon to ward off cross-frontier guerrilla raids on northern Israel .","['Lahd', 'Lebanese', 'SLA', 'Israel', 'Lebanon', 'Israel']","['B-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['B-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","1. Lahd | True | as it is the name of a person and thus a person entity (PER)
    2. 69-year-old | False | as this is an age value but not a person, organization or location
    3. Lebanese | True | as it can refer to nationality (MISC)
    4. army | False | as it is not named
    5. major-general | False | as it is a title but not a unique name
    6. 3,000-strong SLA militia | False | as it lacks a named identifier, thus not a named organization
    7. Israel | True | as it is a country and hence a location entity (LOC)
    8. border zone | False | as it is not a unique and named location
    9. south Lebanon | True | as it is referring to a unique location (LOC)
   10. cross-frontier guerrilla raids | False | as it refers to an event rather than a named entity
   11. northern Israel | True | as it is referring to a unique location (LOC)",0.5454545454545454,"Lahd | B-PER , | O a | O 69-year-old | O former | O Lebanese | B-MISC army | O major-general | O , | O heads | O the | O 3,000-strong | O SLA | O militia | O which | O helps | O Israel | B-LOC hold | O a | O border | O zone | O in | O south | B-LOC Lebanon | I-LOC to | O ward | O off | O cross-frontier | O guerrilla | O raids | O on | O northern | B-LOC Israel | I-LOC . | O","Lahd | B-PER , | O a | O 69-year-old | O former | O Lebanese | B-MISC army | O major-general | O , | O heads | O the | O 3,000-strong | O SLA | B-ORG militia | O which | O helps | O Israel | B-LOC hold | O a | O border | O zone | O in | O south | O Lebanon | B-LOC to | O ward | O off | O cross-frontier | O guerrilla | O raids | O on | O northern | O Israel | B-LOC . | O",False
Montpellier 20 3 9 8 17 24 18,['Montpellier'],"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Montpellier | True | is used as a sporting team here, not a location hence it is an organisation (ORG)
    2. 20 | False | as it is a number
    3. 3 | False | as it is a number
    4. 9 | False | as it is a number
    5. 8 | False | as it is a number
    6. 17 | False | as it is a number
    7. 24 | False | as it is a number
    8. 18 | False | as it is a number",1.0,Montpellier | B-ORG 20 | O 3 | O 9 | O 8 | O 17 | O 24 | O 18 | O,Montpellier | B-ORG 20 | O 3 | O 9 | O 8 | O 17 | O 24 | O 18 | O,True
In-form Napoli should prove too strong for second from bottom Verona despite the absence of their suspended Argentine defender Roberto Ayala .,"['Napoli', 'Verona', 'Argentine', 'Roberto Ayala']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'O']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'O']","1. Napoli | True | Napoli is mentioned as a team, hence it is an organisation (ORG)
    2. Verona | True | Verona is mentioned as a team, hence it is an organisation (ORG)
    3. Argentine | True | Argentine is relating to Argentina, which is a nationality hence it is a geographical location/nationality (MISC)
    4. Roberto Ayala | True | Roberto Ayala is a person's name, hence it is a person (PER)",1.0,In-form | O Napoli | B-ORG should | O prove | O too | O strong | O for | O second | O from | O bottom | O Verona | B-ORG despite | O the | O absence | O of | O their | O suspended | O Argentine | B-MISC defender | O Roberto | B-PER Ayala | I-PER . | O,In-form | O Napoli | B-ORG should | O prove | O too | O strong | O for | O second | O from | O bottom | O Verona | B-ORG despite | O the | O absence | O of | O their | O suspended | O Argentine | B-MISC defender | O Roberto | B-PER Ayala | I-PER . | O,True
10= Megan Gerety ( U.S. ) 51,"['Megan Gerety', 'U.S.']","['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']","1. 10 | False | as it is a number
    2. Megan Gerety | True | as it is the name of a person (PER)
    3. U.S | True | as it is a country (LOC)
    4. 51 | False | as it is a number.",0.6666666666666666,10= | O Megan | B-PER Gerety | I-PER ( | O U.S. | O ) | O 51 | O,10= | O Megan | B-PER Gerety | I-PER ( | O U.S. | B-LOC ) | O 51 | O,False
Sheffield United 21 11 6 4 38 20 39,['Sheffield United'],"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Sheffield United | True | It is the name of a football team, hence can be categorized as an organization (ORG).
2. 21, 11, 6, 4, 38, 20, 39 | False | These are numbers and do not represent any particular entity.",1.0,Sheffield | B-ORG United | I-ORG 21 | O 11 | O 6 | O 4 | O 38 | O 20 | O 39 | O,Sheffield | B-ORG United | I-ORG 21 | O 11 | O 6 | O 4 | O 38 | O 20 | O 39 | O,True
"On the KCBT , January finished 26.5 cents lower at $ 3.35 after dipping to a low of $ 3.33 earlier in the session .",['KCBT'],"['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. KCBT | True | short for Kansas City Board of Trade, a named organization (ORG)
    2. January | False | as it is a date
    3. 26.5 | False | as it is a number
    4. $ 3.35 | False | as it is a value
    5. $ 3.33 | False | as it is a value
    6. session | False | as it is not a named person, organization, or location.",1.0,"On | O the | O KCBT | B-ORG , | O January | O finished | O 26.5 | O cents | O lower | O at | O $ | O 3.35 | O after | O dipping | O to | O a | O low | O of | O $ | O 3.33 | O earlier | O in | O the | O session | O . | O","On | O the | O KCBT | B-ORG , | O January | O finished | O 26.5 | O cents | O lower | O at | O $ | O 3.35 | O after | O dipping | O to | O a | O low | O of | O $ | O 3.33 | O earlier | O in | O the | O session | O . | O",True
It said in a statement that it made profits of 4.5 million kroons in November .,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. It | False | as it is a pronoun
    2. statement | False | as it is not a named person, organization or location
    3. profits | False | as it is not a named person, organization or location
    4. 4.5 million kroons | False | as it is an amount of currency, not a person, organization or place
    5. November | False | as it is a named time period, but not a location, organization or nationality",0.0,It | O said | O in | O a | O statement | O that | O it | O made | O profits | O of | O 4.5 | O million | O kroons | O in | O November | O . | O,It | O said | O in | O a | O statement | O that | O it | O made | O profits | O of | O 4.5 | O million | O kroons | O in | O November | O . | O,True
"Saturday 12/07/96 ( est ) 38,000 0 18,000",[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Saturday | False | as it is a day of the week.
2. 12/07/96 | False | as it is a date.
3. est | False | as it could possibly be an abbreviation but it does not refer to a person or an organization.
4. 38,000 | False | as it is a number.
5. 0 | False | as it is a number.
6. 18,000 | False | as it is a number.",0.0,"Saturday | O 12/07/96 | O ( | O est | O ) | O 38,000 | O 0 | O 18,000 | O","Saturday | O 12/07/96 | O ( | O est | O ) | O 38,000 | O 0 | O 18,000 | O",True
SHANGHAI 1996-12-06,['SHANGHAI'],"['B-LOC', 'O']","['B-LOC', 'O']","1. SHANGHAI | True | as it is a place, city (LOC)
    2. 1996-12-06 | False | as it is a date",1.0,SHANGHAI | B-LOC 1996-12-06 | O,SHANGHAI | B-LOC 1996-12-06 | O,True
