text,entities,truth,pred,meta,f1,pred_text,truth_text,correct
Persianism can also mean a school of thought which emphasises the study of Persian culture and informing others about it .,['Persianism'],"['organization-religion', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Persianism | False | as it is a school of thought, not an organization or location 
2. Persian | True | as it refers to the nationality (location-GPE) 
3. culture | False | as it is an abstract concept, not an organization or location.",0.0,Persianism | O can | O also | O mean | O a | O school | O of | O thought | O which | O emphasises | O the | O study | O of | O Persian | location-GPE culture | O and | O informing | O others | O about | O it | O . | O,Persianism | organization-religion can | O also | O mean | O a | O school | O of | O thought | O which | O emphasises | O the | O study | O of | O Persian | O culture | O and | O informing | O others | O about | O it | O . | O,False
"In 1954 , he moved to England where he served two years as an education officer in the British army .",['British army'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'organization-other', 'organization-other', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'location-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'organization-other', 'organization-other', 'O']","1. 1954 | False | as it is a date
2. England | True | as it is a country (location-GPE)
3. Education officer | False | as it is a job title, not an organization or location
4. British army | True | as it is a military organization (organization-other)",0.6666666666666666,"In | O 1954 | O , | O he | O moved | O to | O England | location-GPE where | O he | O served | O two | O years | O as | O an | O education | O officer | O in | O the | O British | organization-other army | organization-other . | O","In | O 1954 | O , | O he | O moved | O to | O England | O where | O he | O served | O two | O years | O as | O an | O education | O officer | O in | O the | O British | organization-other army | organization-other . | O",False
"The following year , sprinklers were installed in Zilker Park to remedy this problem .",['Zilker Park'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-park', 'location-park', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-park', 'location-park', 'O', 'O', 'O', 'O', 'O']","1. The following year | False | as it is a time reference not an organization or location
2. Zilker Park | True | as it is a park (location-park)",1.0,"The | O following | O year | O , | O sprinklers | O were | O installed | O in | O Zilker | location-park Park | location-park to | O remedy | O this | O problem | O . | O","The | O following | O year | O , | O sprinklers | O were | O installed | O in | O Zilker | location-park Park | location-park to | O remedy | O this | O problem | O . | O",True
Hertha BSC finished in 10th place .,['Hertha BSC'],"['organization-sportsteam', 'organization-sportsteam', 'O', 'O', 'O', 'O', 'O']","['organization-sportsteam', 'organization-sportsteam', 'O', 'O', 'O', 'O', 'O']","1. Hertha BSC | True | This is an entity as it is a sports team (organization-sportsteam)
2. 10th place | False | as it is a position, not an organization or location.",1.0,Hertha | organization-sportsteam BSC | organization-sportsteam finished | O in | O 10th | O place | O . | O,Hertha | organization-sportsteam BSC | organization-sportsteam finished | O in | O 10th | O place | O . | O,True
"With two minutes to go the Cowboys crossed the try-line wide but the conversion attempt missed , leaving the score at 24–16 .",['Cowboys'],"['O', 'O', 'O', 'O', 'O', 'O', 'organization-sportsteam', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'organization-sportsteam', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. two minutes | False | as it is a duration, not an organization or location
2. Cowboys | True | as it is a sports team (organization-sportsteam) 
3. try-line | False | as it is a term in the game, not an organization or location
4. conversion attempt | False | as it is part of the game-play, not an organization or location
5. the score at 24–16 | False | as scores are not recognized as entities.",1.0,"With | O two | O minutes | O to | O go | O the | O Cowboys | organization-sportsteam crossed | O the | O try-line | O wide | O but | O the | O conversion | O attempt | O missed | O , | O leaving | O the | O score | O at | O 24–16 | O . | O","With | O two | O minutes | O to | O go | O the | O Cowboys | organization-sportsteam crossed | O the | O try-line | O wide | O but | O the | O conversion | O attempt | O missed | O , | O leaving | O the | O score | O at | O 24–16 | O . | O",True
By the time he was 22 he had moved to Indiana .,['Indiana'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-GPE', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-GPE', 'O']","1. Indiana | True | as it is a state (location-GPE)
2. 22 | False | as it is a number, not an organization or location.",1.0,By | O the | O time | O he | O was | O 22 | O he | O had | O moved | O to | O Indiana | location-GPE . | O,By | O the | O time | O he | O was | O 22 | O he | O had | O moved | O to | O Indiana | location-GPE . | O,True
He took US citizenship during the 1980s .,['US'],"['O', 'O', 'location-GPE', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'location-GPE', 'O', 'O', 'O', 'O', 'O']","1. US | True | as it is a country (location-GPE)
        2. 1980s | False | as it is a time period, not an organization or location",1.0,He | O took | O US | location-GPE citizenship | O during | O the | O 1980s | O . | O,He | O took | O US | location-GPE citizenship | O during | O the | O 1980s | O . | O,True
"On the morning of 8 September 1915 , when about south of the Horns Reef lightvessel , the torpedo boats `` V1 '' and collided , sinking `` G12 '' and badly damaging `` V1 '' .",['Horns Reef lightvessel'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-other', 'location-other', 'location-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. 8 September 1915 | False | as it is a date
2. Horns Reef lightvessel | False | as it is a ship, not an organization or location
3. V1 | False | as it is a name of a boat, not an organization or location
4. G12 | False | as it is a name of a boat, not an organization or location
5. south | False | as it is a direction, not an organization or location",0.0,"On | O the | O morning | O of | O 8 | O September | O 1915 | O , | O when | O about | O south | O of | O the | O Horns | O Reef | O lightvessel | O , | O the | O torpedo | O boats | O `` | O V1 | O '' | O and | O collided | O , | O sinking | O `` | O G12 | O '' | O and | O badly | O damaging | O `` | O V1 | O '' | O . | O","On | O the | O morning | O of | O 8 | O September | O 1915 | O , | O when | O about | O south | O of | O the | O Horns | location-other Reef | location-other lightvessel | location-other , | O the | O torpedo | O boats | O `` | O V1 | O '' | O and | O collided | O , | O sinking | O `` | O G12 | O '' | O and | O badly | O damaging | O `` | O V1 | O '' | O . | O",False
"As of July 2013 , Viacom International Media Networks has launched a new news bulletin which utilises the existing MTV News UK broadcasts .","['Viacom International Media Networks', 'MTV News UK']","['O', 'O', 'O', 'O', 'O', 'organization-company', 'organization-company', 'organization-company', 'organization-company', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'organization-media/newspaper', 'organization-media/newspaper', 'organization-media/newspaper', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'organization-media', 'organization-media', 'organization-media', 'organization-media', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'organization-media', 'organization-media', 'organization-media', 'O', 'O']","1. July 2013 | False | as it is a date
2. Viacom International Media Networks | True | as it is a media organization (organization-media)
3. MTV News UK | True | as it is a media organization (organization-media)",0.0,"As | O of | O July | O 2013 | O , | O Viacom | organization-media International | organization-media Media | organization-media Networks | organization-media has | O launched | O a | O new | O news | O bulletin | O which | O utilises | O the | O existing | O MTV | organization-media News | organization-media UK | organization-media broadcasts | O . | O","As | O of | O July | O 2013 | O , | O Viacom | organization-company International | organization-company Media | organization-company Networks | organization-company has | O launched | O a | O new | O news | O bulletin | O which | O utilises | O the | O existing | O MTV | organization-media/newspaper News | organization-media/newspaper UK | organization-media/newspaper broadcasts | O . | O",False
Campbellsville University traces its origins to the founding in 1906 of Russell Creek Academy by the Russell Creek Baptist Association .,"['Campbellsville University', 'Russell Creek Academy', 'Russell Creek Baptist Association']","['organization-education', 'organization-education', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'organization-education', 'organization-education', 'organization-education', 'O', 'O', 'organization-religion', 'organization-religion', 'organization-religion', 'organization-religion', 'O']","['organization-education', 'organization-education', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'organization-education', 'organization-education', 'organization-education', 'O', 'O', 'organization-religion', 'organization-religion', 'organization-religion', 'organization-religion', 'O']","1. Campbellsville University | True | as it is a university or institution of education (organization-education)
        2. 1906 | False | as it is a date
        3. Russell Creek Academy | True | since it sounds like a previous name or component organization tied to the mentioned university. It should be considered an educational organization (organization-education)
        4. Russell Creek Baptist Association | True | as it is a religious group (organization-religion)",1.0,Campbellsville | organization-education University | organization-education traces | O its | O origins | O to | O the | O founding | O in | O 1906 | O of | O Russell | organization-education Creek | organization-education Academy | organization-education by | O the | O Russell | organization-religion Creek | organization-religion Baptist | organization-religion Association | organization-religion . | O,Campbellsville | organization-education University | organization-education traces | O its | O origins | O to | O the | O founding | O in | O 1906 | O of | O Russell | organization-education Creek | organization-education Academy | organization-education by | O the | O Russell | organization-religion Creek | organization-religion Baptist | organization-religion Association | organization-religion . | O,True
"The national preserve encompasses of public land to the immediate northwest of the park , protecting a portion of the Alsek River with its fish and wildlife habitats , while allowing sport hunting .",['Alsek River'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-bodiesofwater', 'location-bodiesofwater', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'location-park', 'location-park', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-bodiesofwater', 'location-bodiesofwater', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. national preserve | True | as it is a park (location-park)
    2. public land | False | as it is an abstract concept, not a specific entity
    3. park | False | as it is too generic and without a proper name, it's not an entity
    4. Alsek River | True | as it is a river (location-bodiesofwater)
    5. fish and wildlife habitats | False | as it are biological, not geographical or organizational entities
    6. sport hunting | False | as it is an activity, not an entity.",0.6666666666666666,"The | O national | location-park preserve | location-park encompasses | O of | O public | O land | O to | O the | O immediate | O northwest | O of | O the | O park | O , | O protecting | O a | O portion | O of | O the | O Alsek | location-bodiesofwater River | location-bodiesofwater with | O its | O fish | O and | O wildlife | O habitats | O , | O while | O allowing | O sport | O hunting | O . | O","The | O national | O preserve | O encompasses | O of | O public | O land | O to | O the | O immediate | O northwest | O of | O the | O park | O , | O protecting | O a | O portion | O of | O the | O Alsek | location-bodiesofwater River | location-bodiesofwater with | O its | O fish | O and | O wildlife | O habitats | O , | O while | O allowing | O sport | O hunting | O . | O",False
"The Agricultural Campus in Bible Hill , a suburban community of Truro , served as the campus for the Nova Scotia Agricultural College prior to its merger with Dalhousie in 2011 .","['Agricultural Campus', 'Bible Hill', 'Truro', 'Nova Scotia Agricultural College', 'Dalhousie']","['O', 'organization-education', 'organization-education', 'O', 'location-GPE', 'location-GPE', 'O', 'O', 'O', 'O', 'O', 'location-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'organization-education', 'organization-education', 'organization-education', 'organization-education', 'O', 'O', 'O', 'O', 'O', 'organization-education', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'location-GPE', 'location-GPE', 'O', 'O', 'O', 'O', 'O', 'location-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'organization-education', 'organization-education', 'organization-education', 'organization-education', 'O', 'O', 'O', 'O', 'O', 'organization-education', 'O', 'O', 'O']","1. Agricultural Campus | False  | as it is a part of a university but not the actual institution
2. Bible Hill | True | as it is a suburban community (location-GPE)
3. Truro | True | as it is a city (location-GPE)
4. Nova Scotia Agricultural College | True | as it is a university, institute of education (organization-education)
5. Dalhousie | True | as it is a university, institute of education (organization-education)
6. 2011 | False | as it is a date",0.888888888888889,"The | O Agricultural | O Campus | O in | O Bible | location-GPE Hill | location-GPE , | O a | O suburban | O community | O of | O Truro | location-GPE , | O served | O as | O the | O campus | O for | O the | O Nova | organization-education Scotia | organization-education Agricultural | organization-education College | organization-education prior | O to | O its | O merger | O with | O Dalhousie | organization-education in | O 2011 | O . | O","The | O Agricultural | organization-education Campus | organization-education in | O Bible | location-GPE Hill | location-GPE , | O a | O suburban | O community | O of | O Truro | location-GPE , | O served | O as | O the | O campus | O for | O the | O Nova | organization-education Scotia | organization-education Agricultural | organization-education College | organization-education prior | O to | O its | O merger | O with | O Dalhousie | organization-education in | O 2011 | O . | O",False
"Swinburne University and Monash University have campuses in Malaysia , while Monash has a research centre based in Prato , Italy .","['Swinburne University', 'Monash University', 'Malaysia', 'Monash', 'Prato', 'Italy']","['organization-education', 'organization-education', 'O', 'organization-education', 'organization-education', 'O', 'O', 'O', 'location-GPE', 'O', 'O', 'organization-education', 'O', 'O', 'O', 'O', 'O', 'O', 'location-GPE', 'O', 'location-GPE', 'O']","['organization-education', 'organization-education', 'O', 'organization-education', 'organization-education', 'O', 'O', 'O', 'location-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'location-GPE', 'O', 'location-GPE', 'O']","1. Swinburne University | True | as it is a University (organization-education)
        2. Monash University | True | as it is a University (organization-education)
        3. Malaysia | True | as it is a country (location-GPE)
        4. Research centre | False | as it is a type of place, not the specific name of an organization or location
        5. Prato | True | as it is a city in Italy (location-GPE)
        6. Italy | True | as it is a country (location-GPE)",0.9090909090909092,"Swinburne | organization-education University | organization-education and | O Monash | organization-education University | organization-education have | O campuses | O in | O Malaysia | location-GPE , | O while | O Monash | O has | O a | O research | O centre | O based | O in | O Prato | location-GPE , | O Italy | location-GPE . | O","Swinburne | organization-education University | organization-education and | O Monash | organization-education University | organization-education have | O campuses | O in | O Malaysia | location-GPE , | O while | O Monash | organization-education has | O a | O research | O centre | O based | O in | O Prato | location-GPE , | O Italy | location-GPE . | O",False
