,idx,para,entities,preds,meta,f1
28,384,"The latest translations of Racine 's plays into English have been by Alan Hollinghurst ( Berenice , Bajazet ) , by RADA director Edward Kemp ( Andromache ) , Neil Bartlett , and poet Geoffrey Alan Argent , who earned a 2011 American Book Awards for the translating The Complete Plays of Jean Racine .","['Racine', 'English', 'Alan Hollinghurst', 'Berenice', 'Bajazet', 'RADA', 'Edward Kemp', 'Andromache', 'Neil Bartlett', 'Geoffrey Alan Argent', 'American Book Awards', 'The Complete Plays', 'Jean Racine']","['racine', 'geoffrey alan argent', 'berenice', 'bajazet', 'the complete plays of jean racine', 'alan hollinghurst', 'andromache', 'neil bartlett', 'rada', '2011 american book awards', 'edward kemp']","1. Racine | True | as it is the name of a playwright (entity: person)
2. Alan Hollinghurst | True | as it is the name of a translator (entity: person)
3. Berenice | True | as it is the name of a play (entity: literary work)
4. Bajazet | True | as it is the name of a play (entity: literary work)
5. RADA | True | as it is the name of an organization (entity: organization)
6. Edward Kemp | True | as it is the name of a director (entity: person)
7. Andromache | True | as it is the name of a play (entity: literary work)
8. Neil Bartlett | True | as it is the name of a translator (entity: person)
9. Geoffrey Alan Argent | True | as it is the name of a poet (entity: person)
10. 2011 American Book Awards | True | as it is the name of an award (entity: award)
11. The Complete Plays of Jean Racine | True | as it is the name of a literary work (entity: literary work)",0.75
29,124,"They believe that the gathering of all of the nations of the earth refers to the uniting of the world 's political powers , as a gradual process which began in 1914 and was later seen in manifestations such as the League of Nations and the United Nations following the First and Second World War s .","['earth', 'League of Nations', 'United Nations', 'Second World War']","[""world's political powers"", 'nations of the earth', 'united nations', 'league of nations', 'first world war', 'second world war']","1. nations of the earth | True | as it refers to a collective term for countries
2. world's political powers | True | as it refers to a collective group of organizations/institutions
3. 1914 | False | as it is a date
4. League of Nations | True | as it is an organization
5. United Nations | True | as it is an organization
6. First World War | True | as it is an event
7. Second World War | True | as it is an event",0.6
30,217,"In 1939 , with the help of his agent Audrey Wood , Williams was awarded a $ 1,000 grant from the Rockefeller Foundation in recognition of his play Battle of Angels .","['Audrey Wood', 'Williams', 'Rockefeller Foundation', 'Battle of Angels']","['rockefeller foundation', 'battle of angels', 'audrey wood', 'williams']","1. 1939 | False | as it is a date
    2. Audrey Wood | True | as it is a person (agent)
    3. Williams | True | as it is a person (the playwright)
    4. $1,000 | False | as it is an amount
    5. Rockefeller Foundation | True | as it is an organization
    6. Battle of Angels | True | as it is a play",1.0
31,219,"Devil of a State is a follow-on to the trilogy , set in a fictionalised version of Brunei .","['Devil of a State', 'Brunei']","['brunei', 'devil of a state', 'trilogy']","1. Devil of a State | True | as it is a book title
2. trilogy | True | as it refers to a series of three related books
3. Brunei | True | as it is a country",0.8
32,167,"In the same year , he produced the first French language editions of Joseph Conrad ' s Heart of Darkness and Lord Jim .","['French', 'Joseph Conrad', 'Heart of Darkness', 'Lord Jim']","['heart of darkness', 'lord jim', 'french language', 'joseph conrad']","1. French language | True | as it is a language
2. Joseph Conrad | True | as it is a person (writer)
3. Heart of Darkness | True | as it is a book
4. Lord Jim | True | as it is a book",0.75
33,15,"The story has appeared with other works by Tolkien in omnibus editions , including The Tolkien Reader and Tales from the Perilous Realm .","['Tolkien', 'The Tolkien Reader', 'Tales from the Perilous Realm']","['tolkien', 'tales from the perilous realm', 'the tolkien reader']","1. Tolkien | True | as it is a person (writer)
2. The Tolkien Reader | True | as it is a book
3. Tales from the Perilous Realm | True | as it is a book",1.0
34,109,"His third book , and second novel , A Fine Balance ( 1995 ) , won the second annual Giller Prize in 1995 , and the Los Angeles Times Book Prize for Fiction in 1996 .","['novel', 'A Fine Balance', 'Giller Prize', 'Los Angeles Times Book Prize for Fiction']","['a fine balance', 'los angeles times book prize for fiction', 'giller prize']","1. third book | False | as it is a descriptive phrase, not an independent entity
    2. second novel | False | as it is a descriptive phrase, not an independent entity
    3. A Fine Balance | True | as it is a book
    4. 1995 | False | as it is a date
    5. Giller Prize | True | as it is an award
    6. Los Angeles Times Book Prize for Fiction | True | as it is an award
    7. 1996 | False | as it is a date",0.8571428571428571
35,233,"He wrote many , including such favorites as If I Ran the Zoo ( 1950 ) , Horton Hears a Who ! ( 1955 ) , If I Ran the Circus ( 1956 ) , The Cat in the Hat ( 1957 ) , How the Grinch Stole Christmas ! ( 1957 ) , and Green Eggs and Ham ( 1960 ) .","['If I Ran the Zoo', 'Horton Hears a Who !', 'If I Ran the Circus', 'The Cat in the Hat', 'How the Grinch Stole Christmas !', 'Green Eggs and Ham']","['the cat in the hat', 'green eggs and ham', 'if i ran the circus', 'horton hears a who', 'how the grinch stole christmas', 'if i ran the zoo']","1. If I Ran the Zoo | True | as it is a book
    2. 1950 | False | as it is a date
    3. Horton Hears a Who! | True | as it is a book
    4. 1955 | False | as it is a date
    5. If I Ran the Circus | True | as it is a book
    6. 1956 | False | as it is a date
    7. The Cat in the Hat | True | as it is a book
    8. 1957 | False | as it is a date
    9. How the Grinch Stole Christmas! | True | as it is a book
    10. Green Eggs and Ham | True | as it is a book
    11. 1960 | False | as it is a date",1.0
36,210,"He won three Tony Award s and three Academy Awards , among other honors .","['Tony Award', 'Academy Awards']","['academy awards', 'tony awards']","1. Tony Awards | True | as it is an award
2. Academy Awards | True | as it is an award
3. honors | False | as it is a general term for recognitions and not a specific entity",0.5
37,275,"The first film was premiered at the 1962 Cannes Film Festival , where Lloyd was fêted as a major rediscovery .","['Cannes Film Festival', 'Lloyd']","['lloyd', 'first film', '1962 cannes film festival']","1. first film | True | as it is a film or a piece of art
2. 1962 Cannes Film Festival | True | as it is an event
3. Lloyd | True | as it is a person (in this case, likely referring to a film director or actor)",0.4
38,336,"In 1909 , Strindberg thought he might get the Nobel Prize in Literature , but instead lost to Selma Lagerlöf , the first woman and first Swede to win the award .","['Strindberg', 'Nobel Prize in Literature', 'Selma Lagerlöf', 'Swede']","['nobel prize in literature', 'strindberg', 'the award', 'selma lagerlöf']","1. 1909 | False | as it is a date
2. Strindberg | True | as it is a person 
3. Nobel Prize in Literature | True | as it is an award
4. Selma Lagerlöf | True | as it is a person
5. first woman | False | as it is a designation
6. first Swede | False | as it is a designation
7. the award | True | as it refers to the Nobel Prize in Literature",0.75
39,127,"Federico Fellini , Burke and Waller , 12 His films have ranked in polls such as Cahiers du cinéma and Sight & Sound , which lists his 1963 film 8 ½ as the 10th-greatest film .","['Federico Fellini', 'Burke', 'Waller', 'Cahiers du cinéma', 'Sight & Sound', '8 ½']","['cahiers du cinéma', '8 ½', 'sight & sound', 'burke and waller', 'federico fellini']","1. Federico Fellini | True | as it is a person (a filmmaker)
    2. Burke and Waller | True | as it could be a pair of individuals or organization (potentially authors)
    3. 12 | False | as it is a number without context
    4. Cahiers du cinéma | True | as it is a magazine
    5. Sight & Sound | True | as it is a magazine
    6. 1963 | False | as it is a date
    7. 8 ½ | True | as it is a film
    8. 10th-greatest film | False | as it is a ranking/category and not an entity",0.7272727272727273
40,272,"Because of this , United Kingdom lacks the charismatic leader needed to keep the country together and Nazi Germany successfully conquers Great Britain via Operation Sea Lion in 1940 .","['United Kingdom', 'Nazi Germany', 'Great Britain', 'Operation Sea Lion']","['operation sea lion', 'great britain', 'nazi germany', 'united kingdom']","1. United Kingdom | True | as it is a country
2. charismatic leader | False | as it is a descriptive term, not a specific entity
3. Nazi Germany | True | as it is an organization or political entity
4. Great Britain | True | as it is a country
5. Operation Sea Lion | True | as it is an event
6. 1940 | False | as it is a date",1.0
41,0,"In 1982 , she wrote the novel The Color Purple , for which she won the National Book Award for hardcover fiction , and the Pulitzer Prize for Fiction .","['novel', 'The Color Purple', 'National Book Award for hardcover fiction', 'Pulitzer Prize for Fiction']","['national book award', 'the color purple', 'pulitzer prize for fiction']","1. 1982 | False | as it is a date
2. The Color Purple | True | as it is a book
3. National Book Award | True | as it is an award
4. hardcover fiction | False | as it is an adjective
5. Pulitzer Prize for Fiction | True | as it is an award",0.5714285714285714
42,32,"Ansgar received the mission of evangelizing pagan Denmark , Norway and Sweden .","['Ansgar', 'Denmark', 'Norway', 'Sweden']","['ansgar', 'sweden', 'denmark', 'norway']","1. Ansgar | True | as it is a person
2. Denmark | True | as it is a country
3. Norway | True | as it is a country
4. Sweden | True | as it is a country
5. pagan | False | as it is an adjective describing a characteristic of people
6. mission | False | as it is a noun describing an activity rather than an independent entity
7. evangelizing | False | as it is a verb describing an action",1.0
43,302,"In July 2017 , the book was listed as the most influential science book of all time in a poll to celebrate the 30th anniversary of the Royal Society science book prize , ahead of Charles Darwin ' s On the Origin of Species and Isaac Newton s Philosophiæ Naturalis Principia Mathematica .","['Royal Society', 'Charles Darwin', 'On the Origin of Species', 'Isaac Newton', 'Philosophiæ Naturalis Principia Mathematica']","['isaac newton', 'philosophiæ naturalis principia mathematica', 'charles darwin', 'on the origin of species', 'royal society science book prize']","1. July 2017 | False | as it is a date
    2. book | False | as it is a generic term for books
    3. most influential science book of all time | False | as it is a description of the book
    4. poll | False | as it is a generic term for polls
    5. 30th anniversary | False | as it is a date
    6. Royal Society science book prize | True | as it is an award
    7. Charles Darwin | True | as it is a person
    8. On the Origin of Species | True | as it is a book
    9. Isaac Newton | True | as it is a person
    10. Philosophiæ Naturalis Principia Mathematica | True | as it is a book",0.8
44,134,Disraeli 's early silver fork novels Vivian Grey ( 1826 ) and The Young Duke ( 1831 ) featured romanticised depictions of aristocratic life ( despite his ignorance of it ) with character sketches of well-known public figures lightly disguised .,"['Disraeli', 'silver fork novels', 'Vivian Grey', 'The Young Duke']","['public figures', 'vivian grey', 'character sketches', 'the young duke', 'disraeli', 'aristocratic life', 'silver fork novels']","1. Disraeli | True | as it is a person (possibly referring to Benjamin Disraeli)
2. silver fork novels | True | as it is a type of novel or literary genre
3. Vivian Grey | True | as it is a book
4. 1826 | False | as it is a date
5. The Young Duke | True | as it is a book
6. 1831 | False | as it is a date
7. aristocratic life | True | as it is a way of living or lifestyle
8. character sketches | True | as it refers to a type of writing technique
9. public figures | True | as it refers to a category of people",0.7272727272727273
45,359,"Instead he wrote several fantasy novels , Elidor ( 1965 ) , The Owl Service ( 1967 ) and Red Shift ( 1973 ) .","['fantasy novels', 'Elidor', 'The Owl Service', 'Red Shift']","['elidor', 'fantasy novels', 'red shift', 'the owl service']","1. fantasy novels | True | as it refers to a type of literary work
2. Elidor | True | as it is a book
