,idx,para,entities,preds,meta,f1
6,50,An example of a typical computer vision computation pipeline for Facial recognition system using k -NN including feature extraction and dimension reduction pre-processing steps ( usually implemented with OpenCV ) :,"['computer vision', 'Facial recognition system', 'k -NN', 'feature extraction', 'dimension reduction', 'OpenCV']","['facial recognition system', 'feature extraction', 'opencv', 'k-nn (k-nearest neighbors', 'computer vision', 'dimension reduction']","1. computer vision | True | as it is a field of Artificial Intelligence
2. Facial recognition system | True | as it is a task in artificial intelligence
3. k-NN (k-Nearest Neighbors) | True | as it is an algorithm
4. feature extraction | True | as it is a technique or method in AI
5. dimension reduction | True | as it is a technique or method in AI
6. pre-processing steps | False | as it is a general concept, not an entity
7. OpenCV | True | as it is a product or tool",0.8333333333333334
7,102,"Unimate was the first industrial robot ,","['Unimate', 'industrial robot']",['unimate'],1. Unimate | True | as it is a product (industrial robot),0.6666666666666666
8,149,"Since paraphrase recognition can be posed as a classification problem , most standard evaluations metrics such as accuracy , f1 score , or an ROC curve do relatively well .","['paraphrase recognition', 'classification', 'accuracy', 'f1 score', 'ROC curve']","['paraphrase recognition', 'accuracy', 'f1 score', 'roc curve']","1. paraphrase recognition | True | as it is a task in artificial intelligence
    2. classification problem | False | as it is a type of problem, not an entity
    3. accuracy | True | as it is a metric in artificial intelligence
    4. f1 score | True | as it is a metric in artificial intelligence
    5. ROC curve | True | as it is a metric in artificial intelligence",0.8888888888888888
9,123,The method of defining the linked list specifies the use of a depth-first search or a breadth-first search .,"['depth-first search', 'breadth-first search']","['breadth-first search', 'linked list', 'depth-first search']","1. linked list | True | as it is a data structure in AI or computer science
2. depth-first search | True | as it is an algorithm in AI or computer science
3. breadth-first search | True | as it is an algorithm in AI or computer science",0.8
10,342,"John McCarthy is one of the founding fathers of artificial intelligence , together with Alan Turing , Marvin Minsky , Allen Newell , and Herbert A. Simon .","['John McCarthy', 'artificial intelligence', 'Alan Turing', 'Marvin Minsky', 'Allen Newell', 'Herbert A. Simon']","['alan turing', 'marvin minsky', 'allen newell', 'john mccarthy', 'artificial intelligence', 'herbert a. simon']","1. John McCarthy | True | as it is a person
2. artificial intelligence | True | as it is a field of AI
3. Alan Turing | True | as it is a person
4. Marvin Minsky | True | as it is a person
5. Allen Newell | True | as it is a person
6. Herbert A. Simon | True | as it is a person",1.0
11,140,"In this process , which is known as cross-validation , the MSE is often called the mean squared prediction error , and is computed as","['cross-validation', 'MSE', 'mean squared prediction error']","['mse', 'mean squared prediction error', 'cross-validation']","1. cross-validation | True | as it is a technique or method in AI
2. MSE | True | as it is a metric in artificial intelligence
3. mean squared prediction error | True | as it is a metric in artificial intelligence",1.0
12,131,"Where BLEU simply calculates n-gram precision adding equal weight to each one , NIST also calculates how informative a particular n-gram is .","['BLEU', 'n-gram precision', 'NIST', 'n-gram']","['bleu', 'nist']","1. BLEU | True | as it is a metric in artificial intelligence
2. NIST | True | as it is a metric in artificial intelligence
3. n-gram | False | as it is a concept or term, not an entity",0.6666666666666666
13,51,"It has a rich set of features , libraries for constraint logic programming , multithreading , unit testing , GUI , interfacing to Java , ODBC and others , literate programming , a web server , SGML , RDF , RDFS , developer tools ( including an IDE with a GUI debugger and GUI profiler ) , and extensive documentation .","['constraint logic programming', 'multithreading', 'unit testing', 'GUI', 'Java', 'ODBC', 'literate programming', 'web server', 'SGML', 'RDF', 'RDFS', 'IDE', 'GUI debugger', 'GUI profiler']","['rdfs', 'gui', 'constraint logic programming', 'gui profiler', 'rdf', 'web server', 'multithreading', 'unit testing', 'ide', 'odbc', 'sgml', 'gui debugger', 'literate programming', 'java']","1. constraint logic programming | True | as it is a technique or method in AI
2. multithreading | True | as it is a concept or technique in computer programming
3. unit testing | True | as it is a software testing methodology
4. GUI | True | as it is a type of user interface
5. Java | True | as it is a programming language
6. ODBC | True | as it is a standard for accessing database systems (Open Database Connectivity)
7. literate programming | True | as it is a type of programming methodology
8. web server | True | as it is a product/system used to host web applications
9. SGML | True | as it is a markup language standard (Standard Generalized Markup Language)
10. RDF | True | as it is a data format (Resource Description Framework)
11. RDFS | True | as it is a data format (RDF Schema)
12. developer tools | False | as it is a broad category of tools
13. IDE | True | as it is a type of software application (Integrated Development Environment)
14. GUI debugger | True | as it is a specific type of developer tool
15. GUI profiler | True | as it is a specific type of developer tool
16. extensive documentation | False | as it is a description and not a specific entity",1.0
14,270,Machine learning is strongly related to pattern recognition and originates from artificial intelligence .,"['Machine learning', 'pattern recognition', 'artificial intelligence']","['pattern recognition', 'artificial intelligence', 'machine learning']","1. Machine learning | True | as it is a field of Artificial Intelligence
2. pattern recognition | True | as it is a task in artificial intelligence
3. artificial intelligence | True | as it is a field of study",1.0
15,338,"His thesis advisor was Professor Cordell Green , and his thesis / oral committee included Professors Edward Feigenbaum Joshua Lederberg , Paul Cohen , Allen Newell , Herbert Simon , .","['Cordell Green', 'Edward Feigenbaum', 'Joshua Lederberg', 'Paul Cohen', 'Allen Newell', 'Herbert Simon']","['paul cohen', 'herbert simon', 'joshua lederberg', 'allen newell', 'cordell green', 'edward feigenbaum']","1. Cordell Green | True | as it is a person (Professor)
2. Edward Feigenbaum | True | as it is a person (Professor)
3. Joshua Lederberg | True | as it is a person (Professor)
4. Paul Cohen | True | as it is a person (Professor)
5. Allen Newell | True | as it is a person (Professor)
6. Herbert Simon | True | as it is a person (Professor)",1.0
16,246,"( February 20 , 1912 - August 11 , 2011 ) was an American inventor , best known for creating Unimate , the first industrial robot .","['American', 'Unimate']",['unimate'],"1. February 20, 1912 | False | as it is a date
    2. August 11, 2011 | False | as it is a date
    3. American inventor | False | as it is a description
    4. Unimate | True | as it is a product (first industrial robot)",0.6666666666666666
17,208,"The unknown parameters in each vector βsubk / sub are typically jointly estimated by maximum a posteriori ( MAP ) estimation , which is an extension of maximum likelihood using regularization of the weights to prevent pathological solutions ( usually a squared regularizing function , which is equivalent to placing a zero-mean Gaussian prior distribution on the weights , but other distributions are also possible ) .","['maximum a posteriori', 'MAP', 'maximum likelihood', 'regularization', 'squared regularizing function', 'zero-mean Gaussian prior distribution']","['zero-mean gaussian prior distribution', 'squared regularizing function', 'maximum a posteriori (map', 'maximum likelihood', 'regularization']","1. maximum a posteriori (MAP) | True | as it is a technique or method in AI
2. maximum likelihood | True | as it is a technique or method in AI
3. regularization | True | as it is a technique or method in AI
4. squared regularizing function | True | as it is a technique or method in AI
5. zero-mean Gaussian prior distribution | True | as it is an algorithm or concept in AI",0.7272727272727273
18,30,"This research was fundamental to the development of modern techniques of speech synthesis , reading machines for the blind , the study of speech perception and speech recognition , and the development of the motor theory of speech perception .","['speech synthesis', 'reading machines for the blind', 'speech perception', 'speech recognition', 'motor theory of speech perception']","['modern techniques of speech synthesis', 'reading machines for the blind', 'speech recognition', 'motor theory of speech perception']","1. research | False | as it is a general process or activity
2. modern techniques of speech synthesis | True | as it is a technique or method in AI
3. reading machines for the blind | True | as it is a type of product or system in AI
4. study of speech perception | False | as it is a research subject or field, not a specific entity
5. speech recognition | True | as it is a technique or method in AI
6. motor theory of speech perception | True | as it is a specific theory in speech recognition and AI",0.6666666666666666
19,268,"It has been applied successfully to various problems , including robot control , elevator scheduling , telecommunications , , checkers and Go ( AlphaGo ) .","['robot control', 'elevator scheduling', 'telecommunications', 'checkers', 'Go', 'AlphaGo']",['alphago'],"1. robot control | False | as it is an application or use case, not an entity
    2. elevator scheduling | False | as it is an application or use case, not an entity
    3. telecommunications | False | as it is an industry, not an entity
    4. checkers | False | as it is a game, not an entity
    5. Go | False | as it is a game, not an entity
    6. AlphaGo | True | as it is an AI product or algorithm",0.2857142857142857
20,146,"The F-score is often used in the field of information retrieval for measuring search , document classification , and query classification performance. and so F_beta is seen in wide application .","['F-score', 'information retrieval', 'search', 'document classification', 'query classification', 'F_beta']","['f-score', 'document classification', 'query classification', 'f_beta', 'information retrieval']","1. F-score | True | as it is a metric in artificial intelligence
    2. information retrieval | True | as it is a field of Artificial Intelligence
    3. search | False | as it is a verb
    4. document classification | True | as it is a task in artificial intelligence
    5. query classification | True | as it is a task in artificial intelligence
    6. F_beta | True | as it is a metric in artificial intelligence",0.9090909090909091
21,106,"Since 2009 , the recurrent neural network s and deep feedforward neural networks developed in the research group of Jürgen Schmidhuber at the Swiss AI Lab IDSIA have won several international handwriting competitions ..","['recurrent neural network', 'deep feedforward neural networks', 'Jürgen Schmidhuber', 'Swiss AI Lab IDSIA', 'international handwriting competitions']","['swiss ai lab idsia', 'deep feedforward neural networks', 'recurrent neural network', 'jürgen schmidhuber']","1. recurrent neural network | True | as it is a technique or method in AI
    2. deep feedforward neural networks | True | as it is a technique or method in AI
    3. Jürgen Schmidhuber | True | as it is a person
    4. Swiss AI Lab IDSIA | True | as it is an organization or research lab
    5. international handwriting competitions | False | as it is an event rather than an entity
    6. 2009 | False | as it is a date, not an entity",0.8888888888888888
22,201,"Early interlingual MT systems were also built at Stanford in the 1970s by Roger Schank and Yorick Wilks ; the former became the basis of a commercial system for the transfer of funds , and the latter 's code is preserved at The Computer Museum at Boston as the first interlingual machine translation system .","['interlingual MT systems', 'Stanford', 'Roger Schank', 'Yorick Wilks', 'The Computer Museum', 'Boston', 'interlingual machine translation system']","['interlingual mt systems', 'roger schank', 'first interlingual machine translation system', 'stanford', 'yorick wilks', 'the computer museum at boston']","1. interlingual MT systems | True | as it refers to a type of machine translation system
2. Stanford | True | as it is a location or university
3. Roger Schank | True | as it is a person
4. Yorick Wilks | True | as it is a person
5. commercial system | False | as it is a category/type of system, rather than a specific system or entity
6. transfer of funds | False | as it is an application, not an entity itself
7. The Computer Museum at Boston | True | as it is an organization or location
8. first interlingual machine translation system | True | as it is a specific system in AI",0.6153846153846154
23,321,"Application areas of kernel methods are diverse and include geostatistics , kriging , inverse distance weighting , 3D reconstruction , bioinformatics , chemoinformatics , information extraction and handwriting recognition .","['kernel methods', 'geostatistics', 'kriging', 'inverse distance weighting', '3D reconstruction', 'bioinformatics', 'chemoinformatics', 'information extraction', 'handwriting recognition']","['kriging', 'bioinformatics', '3d reconstruction', 'inverse distance weighting', 'geostatistics', 'information extraction', 'handwriting recognition', 'kernel methods', 'chemoinformatics']","1. kernel methods | True | as it is a technique or method in AI
2. geostatistics | True | as it is an application area or field
3. kriging | True | as it is a technique or method in geostatistics
4. inverse distance weighting | True | as it is a technique or method in geostatistics
5. 3D reconstruction | True | as it is an application area or field
6. bioinformatics | True | as it is an application area or field
7. chemoinformatics | True | as it is an application area or field
8. information extraction | True | as it is a technique or method in AI
9. handwriting recognition | True | as it is a task in AI",1.0
24,250,"If named entities cannot be recognized by the machine translator , they may be erroneously translated as common nouns , which would most likely not affect the Bilingual evaluation understudy rating of the translation but would change the text 's human readability .","['machine translator', 'Bilingual evaluation understudy']","['machine translator', 'bilingual evaluation understudy rating']","1. machine translator | True | as it is a type of AI system
2. named entities | False | as it refers to a category, not a specific entity
3. common nouns | False | as it is a type of word, not an entity
4. Bilingual evaluation understudy rating | True | as it is a metric in artificial intelligence
5. translation | False | as it is a process or action, not an entity
6. human readability | False | as it is a quality or characteristic, not an entity",0.5
25,192,"Or combine the F-measure with the R-square evaluated for the raw model output and the target ; or the cost / gain matrix with the correlation coefficient , and so on .","['F-measure', 'R-square', 'cost / gain matrix', 'correlation coefficient']","['cost/gain matrix', 'correlation coefficient', 'r-square', 'f-measure']","1. F-measure | True | as it is a metric in artificial intelligence
2. R-square | True | as it is a metric in artificial intelligence
3. raw model output | False | as it is a type of output, not an entity
4. target | False | as it is a goal or objective, not an entity
5. cost/gain matrix | True | as it is a concept in artificial intelligence
6. correlation coefficient | True | as it is a metric in artificial intelligence",0.75
26,175,"Rotten Tomatoes is a top 1000 site , placing around # 400 globally and top 150 for the US only , according to website ranker Alexa .","['Rotten Tomatoes', 'US', 'Alexa']","['alexa', 'rotten tomatoes']","1. Rotten Tomatoes | True | as it is an organization or website
2. top 1000 site | False | as it is an adjective and not an entity
3. # 400 globally | False | as it is a ranking and not an entity
4. top 150 for the US only | False | as it is a ranking and not an entity
5. website ranker | False | as it is an adjective and not an entity
6. Alexa | True | as it is a product or tool for website ranking",0.8
27,349,"Other active youth-led climate groups include Extinction Rebellion , the Sunrise Movement , SustainUS , the , among others working at both the transnational and local levels .","['Extinction Rebellion', 'Sunrise Movement', 'SustainUS']","['sustainus', 'sunrise movement', 'extinction rebellion']","1. Extinction Rebellion | True | as it is an organization
2. Sunrise Movement | True | as it is an organization
3. SustainUS | True | as it is an organization
4. transnational and local levels | False | as they are not entities",1.0
28,117,"The four outcomes can be formulated in a 2 × 2 contingency table or confusion matrix , as follows :","['contingency table', 'confusion matrix']","['2 × 2 contingency table', 'confusion matrix']","1. 2 × 2 contingency table | True | as it is a technique or method in AI
2. confusion matrix | True | as it is a technique or method in AI",0.5
29,157,"These Intelligent Chatbots make use of all kinds of artificial intelligence like image moderation and natural language understanding ( NLU ) , natural language generation ( NLG ) , machine learning and deep learning .","['Chatbots', 'artificial intelligence', 'image moderation', 'natural language understanding', 'NLU', 'natural language generation', 'NLG', 'machine learning', 'deep learning']","['intelligent chatbots', 'machine learning', 'natural language generation (nlg', 'deep learning', 'natural language understanding (nlu', 'image moderation', 'artificial intelligence']","1. Intelligent Chatbots | True | as it is a type of AI system
2. artificial intelligence | True | as it is a field of AI
3. image moderation | True | as it is a technique or method in AI
4. natural language understanding (NLU) | True | as it is a technique or method in AI
5. natural language generation (NLG) | True | as it is a technique or method in AI
6. machine learning | True | as it is a technique or method in AI
7. deep learning | True | as it is a technique or method in AI",0.5
30,83,"She has held the positions of President , Vice President , and Secretary-Treasurer of the Association for Computational Linguistics and has been a board member and secretary of the board of the Computing Research Association .","['Association for Computational Linguistics', 'Computing Research Association']","['computing research association', 'association for computational linguistics']","1. President | False | as it is a position, not an entity
    2. Vice President | False | as it is a position, not an entity
    3. Secretary-Treasurer | False | as it is a position, not an entity
    4. Association for Computational Linguistics | True | as it is an organization
    5. board member | False | as it is a position, not an entity
    6. secretary of the board | False | as it is a position, not an entity
    7. Computing Research Association | True | as it is an organization",1.0
31,259,"If the regularization function Many algorithms exist for solving such problems ; popular ones for linear classification include Stochastic gradient descent ) gradient descent , L-BFGS , coordinate descent and Newton method s .","['linear classification', 'Stochastic gradient descent', 'gradient descent', 'L-BFGS', 'coordinate descent', 'Newton method']","['newton method', 'coordinate descent', 'stochastic gradient descent', 'l-bfgs', 'gradient descent', 'linear classification']","1. regularization function | False | as it is a type of function, not an entity
    2. algorithms | False | as it is a general term, not a specific entity
    3. linear classification | True | as it is a task in artificial intelligence
    4. Stochastic gradient descent | True | as it is an algorithm
    5. gradient descent | True | as it is an algorithm
    6. L-BFGS | True | as it is an algorithm
    7. coordinate descent | True | as it is an algorithm
    8. Newton method | True | as it is an algorithm",1.0
32,13,", ( 2002 ) as the automatic metric for Machine translation ( MT ) evaluation , many other methods have been proposed to revise or improve it , such as TER , METEOR , Banerjee and Lavie , ( 2005 ) etc .","['Machine translation', 'MT', 'TER', 'METEOR', 'Banerjee', 'Lavie']","['ter', 'lavie', 'banerjee', 'meteor', 'machine translation (mt']","1. 2002 | False | as it is a date
2. automatic metric | False | as it is an adjective describing a metric type
3. Machine translation (MT) | True | as it is a task in artificial intelligence
4. evaluation | False | as it is an activity or process, not an entity
5. TER | True | as it is a metric in artificial intelligence
6. METEOR | True | as it is a metric in artificial intelligence
7. Banerjee | True | as it is a person
8. Lavie | True | as it is a person
9. 2005 | False | as it is a date",0.7272727272727273
33,88,"In many practical applications , parameter estimation for naive Bayes models uses the method of maximum likelihood ; other words , one can work with the naive Bayes model without accepting Bayesian probability or using any Bayesian methods .","['parameter estimation', 'naive Bayes models', 'maximum likelihood', 'naive Bayes', 'Bayesian probability', 'Bayesian methods']","['bayesian probability', 'bayesian methods', 'maximum likelihood', 'naive bayes models']","1. parameter estimation | False | as it is a process or method
2. naive Bayes models | True | as it is an algorithm in AI
3. maximum likelihood | True | as it is a technique or method in AI
4. Bayesian probability | True | as it is a concept or field within AI
5. Bayesian methods | True | as it is a category of techniques or methods in AI",0.8
34,64,"In 2001 , Mehler was elected a foreign honorary member of the American Academy of Arts and Sciences , and in 2003 , he was elected a Fellow of the American Association for the Advancement of Science .","['Mehler', 'American Academy of Arts and Sciences', 'American Association for the Advancement of Science']","['american academy of arts and sciences', 'mehler', 'american association for the advancement of science']","1. Mehler | True | as it is a person
2. American Academy of Arts and Sciences | True | as it is an organization
3. 2001 | False | as it is a date
4. 2003 | False | as it is a date
5. Fellow | False | as it is an adjective
6. American Association for the Advancement of Science | True | as it is an organization",1.0
35,145,"( Nevertheless , the ReLU activation function , which is non-differentiable at 0 , has become quite popular , e.g. in AlexNet )","['ReLU activation function', 'AlexNet']","['alexnet', 'relu activation function']","1. ReLU activation function | True | as it is a technique or method in AI
2. AlexNet | True | as it is an algorithm or model in AI",1.0
36,183,"Čapek was born in Hronov , Bohemia ( Austria-Hungary , later Czechoslovakia , now the Czech Republic ) in 1887 .","['Čapek', 'Hronov', 'Bohemia', 'Austria-Hungary', 'Czechoslovakia', 'Czech Republic']","['austria-hungary', 'czech republic', 'čapek', 'hronov', 'bohemia', 'czechoslovakia']","1. Čapek | True | as it is a person (Karel Čapek)
2. Hronov | True | as it is a location (town)
3. Bohemia | True | as it is a historical region (geographical entity)
4. Austria-Hungary | True | as it is a historical country
5. Czechoslovakia | True | as it is a historical country
6. Czech Republic | True | as it is a country
7. 1887 | False | as it is a date (year)",1.0
37,189,"It involves the fields of computer vision or machine vision , and medical imaging , and makes heavy use of pattern recognition , digital geometry , and signal processing .","['computer vision', 'machine vision', 'medical imaging', 'pattern recognition', 'digital geometry', 'signal processing']","['pattern recognition', 'digital geometry', 'medical imaging', 'signal processing', 'machine vision', 'computer vision']","1. computer vision | True | as it is a field of Artificial Intelligence
    2. machine vision | True | as it is a field of Artificial Intelligence
    3. medical imaging | True | as it is an application in AI
    4. pattern recognition | True | as it is a technique or method in AI
    5. digital geometry | True | as it is a technique or method
    6. signal processing | True | as it is a technique or method",1.0
38,35,"Concepts are used as formal tools or models in mathematics , computer science , databases and artificial intelligence where they are sometimes called classes , schema or categories .","['mathematics', 'computer science', 'databases', 'artificial intelligence']","['mathematics', 'artificial intelligence', 'databases', 'computer science']","1. Concepts | False | as it is an abstract term and not an entity
2. formal tools | False | as it is a term describing the usage of concepts
3. models | False | as it is a general term describing representations
4. mathematics | True | as it is a field of study
5. computer science | True | as it is a field of study
6. databases | True | as it is a field of study and technology
7. artificial intelligence | True | as it is a field of study
8. classes | False | as it is a term describing concepts in certain contexts
9. schema | False | as it is a term describing concepts in certain contexts
10. categories | False | as it is a term describing concepts in certain contexts",1.0
39,324,"He spent his childhood years in Paris , France , where his parents had emigrated from Lithuania in the early 1920s .","['Paris', 'France', 'Lithuania']","['france', 'paris', 'lithuania']","1. Paris | True | as it is a location or city
2. France | True | as it is a country
3. Lithuania | True | as it is a country
4. early 1920s | False | as it is a time period and not an entity",1.0
40,225,"in their work for pedestrian detection , that was first described at the BMVC in 2009 .","['pedestrian detection', 'BMVC']","['pedestrian detection', 'bmvc (british machine vision conference']","1. pedestrian detection | True | as it is a task in artificial intelligence
2. BMVC (British Machine Vision Conference) | True | as it is an organization or event",0.5
41,325,"Previously , Dr. Paulos held the Cooper-Siegel Associate Professor Chair in the School of Computer Science at Carnegie Mellon University where he was faculty within the Human-Computer Interaction Institute with courtesy faculty appointments in the Robotics Institute and in the Entertainment Technology Center .","['Dr. Paulos', 'Cooper-Siegel Associate Professor Chair', 'School of Computer Science', 'Carnegie Mellon University', 'Human-Computer Interaction Institute', 'Robotics Institute', 'Entertainment Technology Center']","['carnegie mellon university', 'robotics institute', 'school of computer science', 'human-computer interaction institute', 'dr. paulos', 'entertainment technology center']","1. Dr. Paulos | True | as it is a person
    2. Cooper-Siegel Associate Professor Chair | False | as it is a position or title, not an entity
    3. School of Computer Science | True | as it is a part of an organization or university
    4. Carnegie Mellon University | True | as it is a university
    5. Human-Computer Interaction Institute | True | as it is a part of an organization or university
    6. Robotics Institute | True | as it is a part of an organization or university
    7. Entertainment Technology Center | True | as it is a part of an organization or university",0.9230769230769231
42,313,They presented their method and results in SIGGRAPH 2000 .,['SIGGRAPH 2000'],['siggraph 2000'],1. SIGGRAPH 2000 | True | as it is an organization or conference event,1.0
43,20,"Despite those humanoid robots for utilitarian uses , there are some humanoid robots which aims at entertainment uses , such as Sony ' s QRIO and Wow Wee ' s RoboSapien .","['Sony', 'QRIO', 'Wow Wee', 'RoboSapien']","['sony', 'wow wee', 'humanoid robots', 'qrio', 'robosapien']","1. humanoid robots | True | as it is a type of product in AI
2. utilitarian uses | False | as it is a purpose or application, not an entity
3. entertainment uses | False | as it is a purpose or application, not an entity
4. Sony | True | as it is an organization
5. QRIO | True | as it is a product
6. Wow Wee | True | as it is an organization
7. RoboSapien | True | as it is a product",0.8888888888888888
44,67,"In machine learning , the perceptron is an algorithm for supervised learning of binary classification .","['machine learning', 'perceptron', 'supervised learning', 'binary classification']","['perceptron', 'machine learning', 'supervised learning', 'binary classification']","1. machine learning | True | as it is a field of Artificial Intelligence
2. perceptron | True | as it is an algorithm in machine learning
3. supervised learning | True | as it is a category of machine learning techniques
4. binary classification | True | as it is a task in artificial intelligence",1.0
45,256,"Continuing the example using the maximum likelihood estimator , the probability density function ( pdf ) of the noise for one sample mathw n / math is","['maximum likelihood estimator', 'probability density function', 'pdf']","['probability density function (pdf', 'maximum likelihood estimator']","1. maximum likelihood estimator | True | as it is a technique or method in AI
2. probability density function (pdf) | True | as it is a mathematical concept related to AI",0.4
46,108,"In 1857 , at the request of the Tokugawa Shogunate , a group of Dutch engineers began work on the Nagasaki Yotetsusho , a modern , Western-style foundry and shipyard near the Dutch settlement of Dejima , at Nagasaki .","['Tokugawa Shogunate', 'Dutch', 'Nagasaki Yotetsusho', 'Dutch', 'Dejima', 'Nagasaki']","['nagasaki', 'tokugawa shogunate', 'dutch engineers', 'nagasaki yotetsusho', 'dejima']","1. 1857 | False | as it is a date
    2. Tokugawa Shogunate | True | as it is an organization or government entity
    3. Dutch engineers | True | as it is a group of people by profession
    4. Nagasaki Yotetsusho | True | as it is a location or facility
    5. Dejima | True | as it is a location or settlement
    6. Nagasaki | True | as it is a location or city",0.8
47,317,Indy is written in Java and therefore runs on most modern operating system s .,"['Indy', 'Java', 'operating system']","['java', 'indy']","1. Indy | True | as it is a product or tool
2. Java | True | as it is a programming language
3. modern operating system | False | as this reference describes a category, but not a specific entity",0.8
48,33,"Only a few non-Japanese companies ultimately managed to survive in this market , the major ones being : Adept Technology , Stäubli , the Sweden - Switzerland company ABB Asea Brown Boveri , the Germany company KUKA Robotics and the Italy company Comau .","['Adept Technology', 'Stäubli', 'Sweden', 'Switzerland', 'ABB Asea Brown Boveri', 'Germany', 'KUKA Robotics', 'Italy', 'Comau']","['italy', 'kuka robotics', 'adept technology', 'sweden', 'germany', 'switzerland', 'stäubli', 'comau', 'abb asea brown boveri']","1. non-Japanese companies | False | as it is a category but not a specific entity
2. Adept Technology | True | as it is a company or organization
3. Stäubli | True | as it is a company or organization
4. ABB Asea Brown Boveri | True | as it is a company or organization
5. Sweden | True | as it is a country
6. Switzerland | True | as it is a country
7. Germany | True | as it is a country
8. KUKA Robotics | True | as it is a company or organization
9. Italy | True | as it is a country
10. Comau | True | as it is a company or organization",1.0
49,119,"A popular application for serial robots in today 's industry is the pick-and-place assembly robot , called a SCARA robot , which has four degrees of freedom .","['assembly', 'SCARA robot']","['pick-and-place assembly robot', 'serial robots', 'scara robot']","1. serial robots | True | as it is a type of robot or system in AI
2. pick-and-place assembly robot | True | as it is a type of robot or system in AI
3. SCARA robot | True | as it is a type of robot or system in AI
4. degrees of freedom | False | as it is a concept or characteristic, not an entity",0.4
50,299,Collaborative filtering ( CF ) is a technique used by recommender system s .,"['Collaborative filtering', 'CF', 'recommender system']","['collaborative filtering', 'recommender systems']","1. Collaborative filtering | True | as it is a technique or method in AI
2. recommender systems | True | as it is a type of system in AI",0.4
51,58,"The natural gradient of mathE f ( x ) / math , complying with the Fisher information metric ( an informational distance measure between probability distributions and the curvature of the relative entropy ) , now reads","['natural gradient', 'Fisher information metric', 'relative entropy']",['fisher information metric'],"1. natural gradient | False | as it is a mathematical concept/term, not an entity
2. mathE f ( x ) | False | as it is a mathematical term, not an entity
3. Fisher information metric | True | as it is a metric in artificial intelligence
4. informational distance measure | False | as it is a concept or term, not an entity
5. probability distributions | False | as it is a mathematical concept, not an entity
6. relative entropy | False | as it is a concept/term, not an entity",0.5
