text,entities,truth,pred,meta,f1,pred_text,truth_text,correct
"Modern readers are more often introduced to Orwell as a novelist , particularly through his enormously successful titles Animal Farm and Nineteen Eighty-Four .","['Orwell', 'Animal Farm', 'Nineteen Eighty-Four']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'B-book', 'I-book', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'B-book', 'I-book', 'O']","1. Modern readers | False | it's a general term for a group of people but is not a recognised entity
    2. Orwell | True | he is a recognized author, writer (writer)
    3. novelist | False | it is a profession and not an entity
    4. Animal Farm | True | is a named book (book)
    5. Nineteen Eighty-Four | True | is a named book (book)",1.0,"Modern | O readers | O are | O more | O often | O introduced | O to | O Orwell | B-writer as | O a | O novelist | O , | O particularly | O through | O his | O enormously | O successful | O titles | O Animal | B-book Farm | I-book and | O Nineteen | B-book Eighty-Four | I-book . | O","Modern | O readers | O are | O more | O often | O introduced | O to | O Orwell | B-writer as | O a | O novelist | O , | O particularly | O through | O his | O enormously | O successful | O titles | O Animal | B-book Farm | I-book and | O Nineteen | B-book Eighty-Four | I-book . | O",True
"Perhaps his most famous poem is The Negro Speaks of Rivers , which he wrote as a young teen .","['poem', 'The Negro Speaks of Rivers']","['O', 'O', 'O', 'O', 'B-literarygenre', 'O', 'B-poem', 'I-poem', 'I-poem', 'I-poem', 'I-poem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-poem', 'I-poem', 'I-poem', 'I-poem', 'I-poem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. his | False | as it is a pronoun, not a named person
   2. famous poem | False | literary type but it's not named here.
   3. The Negro Speaks of Rivers | True | as it is the name of a poem(poem)
   4. young teen | False | as it is an descriptive not named character or person.",0.6666666666666666,"Perhaps | O his | O most | O famous | O poem | O is | O The | B-poem Negro | I-poem Speaks | I-poem of | I-poem Rivers | I-poem , | O which | O he | O wrote | O as | O a | O young | O teen | O . | O","Perhaps | O his | O most | O famous | O poem | B-literarygenre is | O The | B-poem Negro | I-poem Speaks | I-poem of | I-poem Rivers | I-poem , | O which | O he | O wrote | O as | O a | O young | O teen | O . | O",False
"Germany ' s national poet , Johann Wolfgang von Goethe , also wrote many sonnets , using a rhyme scheme derived from Italian poetry .","['Germany', 'Johann Wolfgang von Goethe', 'sonnets', 'Italian', 'poetry']","['B-country', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'I-writer', 'I-writer', 'O', 'O', 'O', 'O', 'B-literarygenre', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-misc', 'B-literarygenre', 'O']","['B-country', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'I-writer', 'I-writer', 'O', 'O', 'O', 'O', 'B-literarygenre', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Germany | True | as it is a country name (country)
2. national poet | False | this refers to a role or profession, not an entity 
3. Johann Wolfgang von Goethe | True | this is a person who has written literary works (writer)
4. sonnets | True | it is a literary genre (literarygenre)
5. rhyme scheme | False | it is a literary device, not an entity
6. Italian poetry | False | it is a type of literary genre from a specific country, not a specific entity.",0.7499999999999999,"Germany | B-country ' | O s | O national | O poet | O , | O Johann | B-writer Wolfgang | I-writer von | I-writer Goethe | I-writer , | O also | O wrote | O many | O sonnets | B-literarygenre , | O using | O a | O rhyme | O scheme | O derived | O from | O Italian | O poetry | O . | O","Germany | B-country ' | O s | O national | O poet | O , | O Johann | B-writer Wolfgang | I-writer von | I-writer Goethe | I-writer , | O also | O wrote | O many | O sonnets | B-literarygenre , | O using | O a | O rhyme | O scheme | O derived | O from | O Italian | B-misc poetry | B-literarygenre . | O",False
"It received good notices and was nominated for the National Book Award in March 1962 , though Walker Percy ' s The Moviegoer won .","['National Book Award', 'Walker Percy', 'The Moviegoer']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'O', 'O', 'B-book', 'I-book', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'O', 'O', 'B-book', 'I-book', 'O', 'O']","1. It | False | as it is a pronoun, not a specific entity
    2. notices | False | as these are events or writings, not entities
    3. National Book Award | True | as it is an official award (award)
    4. March 1962 | False | as it is a date, not an entity
    5. Walker Percy | True | As it is a Writer of 'The Moviegoer' (writer)
    6. The Moviegoer | True | As it is a Book (book)
    7. won | False | as it's a verb, not an entity.",1.0,"It | O received | O good | O notices | O and | O was | O nominated | O for | O the | O National | B-award Book | I-award Award | I-award in | O March | O 1962 | O , | O though | O Walker | B-writer Percy | I-writer ' | O s | O The | B-book Moviegoer | I-book won | O . | O","It | O received | O good | O notices | O and | O was | O nominated | O for | O the | O National | B-award Book | I-award Award | I-award in | O March | O 1962 | O , | O though | O Walker | B-writer Percy | I-writer ' | O s | O The | B-book Moviegoer | I-book won | O . | O",True
"After making a series of westerns and comedies , Dwan directed fellow Canadian-American Mary Pickford in several very successful movies as well as her husband , Douglas Fairbanks , notably in the acclaimed 1922 Robin Hood .","['Dwan', 'Canadian-American', 'Mary Pickford', 'Douglas Fairbanks', 'Robin Hood']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-misc', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-misc', 'I-misc', 'O']","['O', 'O', 'O', 'O', 'O', 'B-literarygenre', 'O', 'B-literarygenre', 'O', 'B-person', 'O', 'O', 'B-misc', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'I-book', 'O']","1. westerns | True | as it is a literary genre (literarygenre)
2. comedies | True | as it is a literary genre (literarygenre)
3. Dwan | True | as it is a person who appears to be a movie director (person)
4. Canadian-American | True | as this refers to a particular nationality (misc)
5. Mary Pickford | True | as she is a person who is apparently an actress (person)
6. movies | False | as it refers to a type of media, not a specific, named media entity
7. Douglas Fairbanks | True | as he is a person who seems to be an actor (person)
8. 1922 Robin Hood | True | as it is the name of a book (book)",0.6666666666666666,"After | O making | O a | O series | O of | O westerns | B-literarygenre and | O comedies | B-literarygenre , | O Dwan | B-person directed | O fellow | O Canadian-American | B-misc Mary | B-person Pickford | I-person in | O several | O very | O successful | O movies | O as | O well | O as | O her | O husband | O , | O Douglas | B-person Fairbanks | I-person , | O notably | O in | O the | O acclaimed | O 1922 | B-book Robin | I-book Hood | I-book . | O","After | O making | O a | O series | O of | O westerns | O and | O comedies | O , | O Dwan | B-person directed | O fellow | O Canadian-American | B-misc Mary | B-person Pickford | I-person in | O several | O very | O successful | O movies | O as | O well | O as | O her | O husband | O , | O Douglas | B-person Fairbanks | I-person , | O notably | O in | O the | O acclaimed | O 1922 | O Robin | B-misc Hood | I-misc . | O",False
"Only three Middle English texts have survived in more copies : Piers Plowman , The Canterbury Tales and the Prick of Conscience .","['Middle English', 'Piers Plowman', 'The Canterbury Tales', 'Prick of Conscience']","['O', 'O', 'B-misc', 'I-misc', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-poem', 'I-poem', 'O', 'B-book', 'I-book', 'I-book', 'O', 'O', 'B-poem', 'I-poem', 'I-poem', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'B-book', 'I-book', 'I-book', 'O', 'O', 'B-book', 'I-book', 'I-book', 'O']","1. Middle English | False | as it refers to a period of the English language, not an entity
   2. texts | False | as it is a category type, not a specific named entity
   3. Piers Plowman | True | as it is a name of a book (book)
   4. The Canterbury Tales | True | as it is a name of a book (book)
   5. Prick of Conscience | True | as it is a name of a book (book)",0.2857142857142857,"Only | O three | O Middle | O English | O texts | O have | O survived | O in | O more | O copies | O : | O Piers | B-book Plowman | I-book , | O The | B-book Canterbury | I-book Tales | I-book and | O the | O Prick | B-book of | I-book Conscience | I-book . | O","Only | O three | O Middle | B-misc English | I-misc texts | O have | O survived | O in | O more | O copies | O : | O Piers | B-poem Plowman | I-poem , | O The | B-book Canterbury | I-book Tales | I-book and | O the | O Prick | B-poem of | I-poem Conscience | I-poem . | O",False
"She wrote seven novels , Adam Bede ( 1859 ) , The Mill on the Floss ( 1860 ) , Silas Marner ( 1861 ) , Romola ( 1862-63 ) , Felix Holt , the Radical ( 1866 ) , Middlemarch ( 1871-72 ) and Daniel Deronda ( 1876 ) , most of which are set in provincial England and known for their realism and psychological insight .","['novels', 'Adam Bede', 'The Mill on the Floss', 'Silas Marner', 'Romola', 'Felix Holt , the Radical', 'Middlemarch', 'Daniel Deronda', 'England']","['O', 'O', 'O', 'B-literarygenre', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'I-book', 'I-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'I-book', 'I-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-country', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'I-book', 'I-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-country', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. She | False | as it does not refer to any specific person
    2. seven novels | False | it refers to a quantity and a genre of writing not an entity
    3. Adam Bede | True | as it is a book (book)
    4. The Mill on the Floss | True | as it is a book (book)
    5. Silas Marner | True | as it is a book (book)
    6. Romola | True | as it is a book (book)
    7. Felix Holt, the Radical | True | as it is a book (book)
    8. Middlemarch | True | as it is a book (book)
    9. Daniel Deronda | True | as it is a book (book)
    10. England | True | as it is a country (country)
    11. realism, psychological insight | False | these are adjectives describing the style and theme of the books, not entities.",0.8750000000000001,"She | O wrote | O seven | O novels | O , | O Adam | B-book Bede | I-book ( | O 1859 | O ) | O , | O The | B-book Mill | I-book on | I-book the | I-book Floss | I-book ( | O 1860 | O ) | O , | O Silas | B-book Marner | I-book ( | O 1861 | O ) | O , | O Romola | B-book ( | O 1862-63 | O ) | O , | O Felix | O Holt | O , | O the | O Radical | O ( | O 1866 | O ) | O , | O Middlemarch | B-book ( | O 1871-72 | O ) | O and | O Daniel | B-book Deronda | I-book ( | O 1876 | O ) | O , | O most | O of | O which | O are | O set | O in | O provincial | O England | B-country and | O known | O for | O their | O realism | O and | O psychological | O insight | O . | O","She | O wrote | O seven | O novels | B-literarygenre , | O Adam | B-book Bede | I-book ( | O 1859 | O ) | O , | O The | B-book Mill | I-book on | I-book the | I-book Floss | I-book ( | O 1860 | O ) | O , | O Silas | B-book Marner | I-book ( | O 1861 | O ) | O , | O Romola | B-book ( | O 1862-63 | O ) | O , | O Felix | B-book Holt | I-book , | I-book the | I-book Radical | I-book ( | O 1866 | O ) | O , | O Middlemarch | B-book ( | O 1871-72 | O ) | O and | O Daniel | B-book Deronda | I-book ( | O 1876 | O ) | O , | O most | O of | O which | O are | O set | O in | O provincial | O England | B-country and | O known | O for | O their | O realism | O and | O psychological | O insight | O . | O",False
"Alternate history shades off into other fantasy subgenres when the use of actual , though altered , history and geography decreases , although a culture may still be clearly the original source ; Barry Hughart ' s Bridge of Birds and its sequels take place in a fantasy world , albeit one clearly based on China , and with allusions to actual Chinese history , such as the Empress Wu .","['Alternate history', 'fantasy', 'Barry Hughart', 'Bridge of Birds', 'China', 'Chinese', 'Empress Wu']","['B-literarygenre', 'I-literarygenre', 'O', 'O', 'O', 'O', 'B-literarygenre', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'O', 'O', 'B-book', 'I-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-country', 'O', 'O', 'O', 'O', 'O', 'O', 'B-misc', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","['B-literarygenre', 'I-literarygenre', 'O', 'O', 'O', 'O', 'B-literarygenre', 'I-literarygenre', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'O', 'O', 'B-book', 'I-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-country', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O']","1. Alternate History | True | as a literary genre (literarygenre)
    2. fantasy subgenres | True | as it refers to 'alternate history' which is a literary genre (literarygenre)
    3. geography | False | it's a field of study not an entity as per the provided list
    4. culture | False | it's a societal aspect but not an entity as per the provided list
    5. Barry Hughart | True | as this person has written a book (writer)
    6. Bridge of Birds | True | as it is the name of a book (book)
    7. sequels | False | it refers to subsequent books but not the specific title
    8. fantasy world | False | it's a type of setting but not a specific location
    9. China | True | as it is a country (country)
    10. Chinese history | False | it's an academic field but not an entity
    11. Empress Wu | True | as it is a a character from Chinese history (person)",0.7692307692307692,"Alternate | B-literarygenre history | I-literarygenre shades | O off | O into | O other | O fantasy | B-literarygenre subgenres | I-literarygenre when | O the | O use | O of | O actual | O , | O though | O altered | O , | O history | O and | O geography | O decreases | O , | O although | O a | O culture | O may | O still | O be | O clearly | O the | O original | O source | O ; | O Barry | B-writer Hughart | I-writer ' | O s | O Bridge | B-book of | I-book Birds | I-book and | O its | O sequels | O take | O place | O in | O a | O fantasy | O world | O , | O albeit | O one | O clearly | O based | O on | O China | B-country , | O and | O with | O allusions | O to | O actual | O Chinese | O history | O , | O such | O as | O the | O Empress | B-person Wu | I-person . | O","Alternate | B-literarygenre history | I-literarygenre shades | O off | O into | O other | O fantasy | B-literarygenre subgenres | O when | O the | O use | O of | O actual | O , | O though | O altered | O , | O history | O and | O geography | O decreases | O , | O although | O a | O culture | O may | O still | O be | O clearly | O the | O original | O source | O ; | O Barry | B-writer Hughart | I-writer ' | O s | O Bridge | B-book of | I-book Birds | I-book and | O its | O sequels | O take | O place | O in | O a | O fantasy | O world | O , | O albeit | O one | O clearly | O based | O on | O China | B-country , | O and | O with | O allusions | O to | O actual | O Chinese | B-misc history | O , | O such | O as | O the | O Empress | B-person Wu | I-person . | O",False
"Cuban-American writer Daína Chaviano paid homage to Anaïs Nin and Henry Miller in her novel Gata encerrada ( 2001 ) , where both characters are portraited as disembodied spirits whose previous lives they shared with Melisa , the main character - and presumably Chaviano 's alter ego -- , a young Cuban obsessed with Anaïs Nin .","['Cuban-American', 'Daína Chaviano', 'Anaïs Nin', 'Henry Miller', 'novel', 'Gata encerrada', 'Melisa', 'Chaviano', 'Cuban', 'Anaïs Nin']","['B-misc', 'O', 'B-writer', 'I-writer', 'O', 'O', 'O', 'B-writer', 'I-writer', 'O', 'B-writer', 'I-writer', 'O', 'O', 'B-literarygenre', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-misc', 'O', 'O', 'B-writer', 'I-writer', 'O']","['I-writer', 'O', 'B-writer', 'I-writer', 'O', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-misc', 'O', 'O', 'B-writer', 'I-writer', 'B-writer']","1. Cuban-American | True | as it pertains to a nationality (misc)
2. Daína Chaviano | True | as she is a person who is a novelist (writer)
3. Anaïs Nin | True | as she is a person who is a novelist (writer)
4. Henry Miller | True | as he is a person who is a novelist (writer)
5. Gata encerrada | True | as this is the name of a book (book)
6. 2001 | False | as it a year and thus does not relate to an entity 
7. Melisa | True | as she refers to a person - main character (person)
8. Cuban | True | as it pertains to a nationality (misc)
9. Anaïs Nin | True | as she is a person who is a novelist (writer)",0.6666666666666665,"Cuban-American | I-writer writer | O Daína | B-writer Chaviano | I-writer paid | O homage | O to | O Anaïs | O Nin | O and | O Henry | B-writer Miller | I-writer in | O her | O novel | O Gata | B-book encerrada | I-book ( | O 2001 | O ) | O , | O where | O both | O characters | O are | O portraited | O as | O disembodied | O spirits | O whose | O previous | O lives | O they | O shared | O with | O Melisa | B-person , | O the | O main | O character | O - | O and | O presumably | O Chaviano | O 's | O alter | O ego | O -- | O , | O a | O young | O Cuban | B-misc obsessed | O with | O Anaïs | B-writer Nin | I-writer . | B-writer","Cuban-American | B-misc writer | O Daína | B-writer Chaviano | I-writer paid | O homage | O to | O Anaïs | B-writer Nin | I-writer and | O Henry | B-writer Miller | I-writer in | O her | O novel | B-literarygenre Gata | B-book encerrada | I-book ( | O 2001 | O ) | O , | O where | O both | O characters | O are | O portraited | O as | O disembodied | O spirits | O whose | O previous | O lives | O they | O shared | O with | O Melisa | B-person , | O the | O main | O character | O - | O and | O presumably | O Chaviano | B-person 's | O alter | O ego | O -- | O , | O a | O young | O Cuban | B-misc obsessed | O with | O Anaïs | B-writer Nin | I-writer . | O",False
"He continued his Dune saga , following it with Dune Messiah , Children of Dune , and God Emperor of Dune .","['Dune saga', 'Dune Messiah', 'Children of Dune', 'God Emperor of Dune']","['O', 'O', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'B-book', 'I-book', 'I-book', 'O', 'O', 'B-book', 'I-book', 'I-book', 'I-book', 'O']","['O', 'O', 'O', 'B-book', 'I-book', 'O', 'O', 'O', 'O', 'B-book', 'I-book', 'O', 'B-book', 'I-book', 'I-book', 'O', 'O', 'B-book', 'I-book', 'I-book', 'I-book', 'O']","1. Dune saga | True | as this is the name of a book series (book)
2. Dune Messiah | True | it is a book in the Dune series (book)
3. Children of Dune | True | another book in the Dune series (book)
4. God Emperor of Dune | True |  this is also a book in the Dune series (book). 
5. continued, following, it, with, and | False | As all are verbs, prepositions or conjunctions but not entities.",1.0,"He | O continued | O his | O Dune | B-book saga | I-book , | O following | O it | O with | O Dune | B-book Messiah | I-book , | O Children | B-book of | I-book Dune | I-book , | O and | O God | B-book Emperor | I-book of | I-book Dune | I-book . | O","He | O continued | O his | O Dune | B-book saga | I-book , | O following | O it | O with | O Dune | B-book Messiah | I-book , | O Children | B-book of | I-book Dune | I-book , | O and | O God | B-book Emperor | I-book of | I-book Dune | I-book . | O",True
"Director Anatole Litvak , unhappy with the script submitted by Frank Partos and Millen Brand for The Snake Pit ( 1948 ) , hired Laurents to rewrite it .","['Anatole Litvak', 'Frank Partos', 'Millen Brand', 'The Snake Pit', 'Laurents']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'O', 'B-writer', 'I-writer', 'O', 'B-misc', 'I-misc', 'I-misc', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'O', 'O', 'O', 'O']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-writer', 'I-writer', 'O', 'B-writer', 'I-writer', 'O', 'B-book', 'I-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']","1. Director | False | as it is a job title 
    2. Anatole Litvak | True | as this person is a director who would have worked on a film (person)
    3. script | False | as it is referring to a part of film production
    4. Frank Partos | True | as this person is assumed to be a script writer (writer)
    5. Millen Brand | True | as this person is assumed to be a script writer (writer)
    6. The Snake Pit | True | because it refers to a titled work (book)
    7. 1948 | False | as it is a date 
    8. Laurents | True | as this is a person who was hired to rewrite a script (person)",0.6,"Director | O Anatole | B-person Litvak | I-person , | O unhappy | O with | O the | O script | O submitted | O by | O Frank | B-writer Partos | I-writer and | O Millen | B-writer Brand | I-writer for | O The | B-book Snake | I-book Pit | I-book ( | O 1948 | O ) | O , | O hired | O Laurents | B-person to | O rewrite | O it | O . | O","Director | O Anatole | B-person Litvak | I-person , | O unhappy | O with | O the | O script | O submitted | O by | O Frank | B-writer Partos | I-writer and | O Millen | B-writer Brand | I-writer for | O The | B-misc Snake | I-misc Pit | I-misc ( | O 1948 | O ) | O , | O hired | O Laurents | B-writer to | O rewrite | O it | O . | O",False
"It was released in hardback by Angus and Robertson in 1895 , and features the poet 's widely anthologised poems The Man from Snowy River , Clancy of the Overflow , Saltbush Bill and The Man from Ironbark .","['Angus and Robertson', 'poems', 'The Man from Snowy River', 'Clancy of the Overflow', 'Saltbush Bill', 'The Man from Ironbark']","['O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-literarygenre', 'B-poem', 'I-poem', 'I-poem', 'I-poem', 'I-poem', 'O', 'B-poem', 'I-poem', 'I-poem', 'I-poem', 'O', 'B-poem', 'I-poem', 'O', 'B-poem', 'I-poem', 'I-poem', 'I-poem', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-poem', 'I-poem', 'I-poem', 'I-poem', 'I-poem', 'O', 'B-poem', 'I-poem', 'I-poem', 'I-poem', 'O', 'B-poem', 'I-poem', 'O', 'B-poem', 'I-poem', 'I-poem', 'I-poem', 'O']","1. Angus and Robertson | True | as it is the name of a publishing company (organisation)
    2. 1895 | False | as it is a year/ time period
    3. poet | False | as it is a profession, not an entity
    4. The Man from Snowy River | True | as it is the title of a poem (poem)
    5. Clancy of the Overflow | True | as it is the title of a poem (poem)
    6. Saltbush Bill | True | as it is the title of a poem (poem)
    7. The Man from Ironbark | True | as it is the title of a poem (poem)",0.9090909090909092,"It | O was | O released | O in | O hardback | O by | O Angus | B-organisation and | I-organisation Robertson | I-organisation in | O 1895 | O , | O and | O features | O the | O poet | O 's | O widely | O anthologised | O poems | O The | B-poem Man | I-poem from | I-poem Snowy | I-poem River | I-poem , | O Clancy | B-poem of | I-poem the | I-poem Overflow | I-poem , | O Saltbush | B-poem Bill | I-poem and | O The | B-poem Man | I-poem from | I-poem Ironbark | I-poem . | O","It | O was | O released | O in | O hardback | O by | O Angus | B-organisation and | I-organisation Robertson | I-organisation in | O 1895 | O , | O and | O features | O the | O poet | O 's | O widely | O anthologised | O poems | B-literarygenre The | B-poem Man | I-poem from | I-poem Snowy | I-poem River | I-poem , | O Clancy | B-poem of | I-poem the | I-poem Overflow | I-poem , | O Saltbush | B-poem Bill | I-poem and | O The | B-poem Man | I-poem from | I-poem Ironbark | I-poem . | O",False
"His 1968 novel Stand on Zanzibar , about an overpopulated world , won the 1969 Hugo Award for best science fiction novel , and the BSFA award the same year .","['novel', 'Stand on Zanzibar', 'Hugo Award', 'science fiction novel', 'BSFA award']","['O', 'O', 'B-literarygenre', 'B-book', 'I-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'O', 'B-literarygenre', 'I-literarygenre', 'I-literarygenre', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'O', 'O', 'O']","['O', 'O', 'B-literarygenre', 'B-book', 'I-book', 'I-book', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'O', 'O', 'B-literarygenre', 'I-literarygenre', 'I-literarygenre', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'O', 'O', 'O']","1. 1968 | False | as it is a year
2. novel | True | as it is a genre or type of literature (literarygenre)
3. Stand on Zanzibar | True | as it is the title of a book (book)
4. world | False | as this is not specific enough to be categorized as a location or country.
5. 1969 Hugo Award | True | as it is an award (award)
6. science fiction novel | True | as it's a type of literary genre (literarygenre)
7. BSFA award | True | as it is an award (award)
8. same year | False | as this is just specifying a time period.",0.8000000000000002,"His | O 1968 | O novel | B-literarygenre Stand | B-book on | I-book Zanzibar | I-book , | O about | O an | O overpopulated | O world | O , | O won | O the | O 1969 | B-award Hugo | I-award Award | I-award for | O best | O science | B-literarygenre fiction | I-literarygenre novel | I-literarygenre , | O and | O the | O BSFA | B-award award | I-award the | O same | O year | O . | O","His | O 1968 | O novel | B-literarygenre Stand | B-book on | I-book Zanzibar | I-book , | O about | O an | O overpopulated | O world | O , | O won | O the | O 1969 | O Hugo | B-award Award | I-award for | O best | O science | B-literarygenre fiction | I-literarygenre novel | I-literarygenre , | O and | O the | O BSFA | B-award award | I-award the | O same | O year | O . | O",False
