text,entities,truth,pred,meta,f1,pred_text,truth_text,correct
"A research into the mutual perturbations of Jupiter and Saturn secured for him the prize of the Berlin Academy in 1830 , and a memoir on cometary disturbances was crowned by the Paris Academy in 1850 .","['Jupiter', 'Saturn', 'Berlin Academy', 'Paris Academy']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-astronomicalobject', 'O', 'B-astronomicalobject', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-astronomicalobject', 'O', 'B-astronomicalobject', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-misc', 'I-misc', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'O', 'O', 'O']","1. Jupiter | True | as it is a planet (astronomicalobject)
2. Saturn | True | as it is a planet (astronomicalobject)
3. Berlin Academy | True | as in this context it likely refers to a scientific or educational institution (organisation)
4. 1830 | False | as it is a date, not an entity
5. Paris Academy | True | as in this context it likely refers to a scientific or educational institution (organisation)
6. 1850 | False | as it is a date, not an entity
7. prize | False | as it is not specifically named, it can't be considered an entity
8. memoir | False | as it is a type of literature, not a named entity
9. cometary disturbances | True | it is an astronomical concept (misc)",0.888888888888889,"A | O research | O into | O the | O mutual | O perturbations | O of | O Jupiter | B-astronomicalobject and | O Saturn | B-astronomicalobject secured | O for | O him | O the | O prize | O of | O the | O Berlin | B-organisation Academy | I-organisation in | O 1830 | O , | O and | O a | O memoir | O on | O cometary | B-misc disturbances | I-misc was | O crowned | O by | O the | O Paris | B-organisation Academy | I-organisation in | O 1850 | O . | O","A | O research | O into | O the | O mutual | O perturbations | O of | O Jupiter | B-astronomicalobject and | O Saturn | B-astronomicalobject secured | O for | O him | O the | O prize | O of | O the | O Berlin | B-organisation Academy | I-organisation in | O 1830 | O , | O and | O a | O memoir | O on | O cometary | O disturbances | O was | O crowned | O by | O the | O Paris | B-organisation Academy | I-organisation in | O 1850 | O . | O",False
"He won the J. Lawrence Smith Medal from the National Academy of Sciences in 1960 , the Meteoritical Society Frederick C. Leonard Memorial Medal in 1968 , the Kepler Gold Medal from the American Association for the Advancement of Science & amp ; Meteoritical Society in 1972 , the Gold Medal of the Royal Astronomical Society in 1975 and the Bruce Medal in 1976 .","['J. Lawrence Smith Medal', 'National Academy of Sciences', 'Meteoritical Society Frederick C. Leonard Memorial Medal', 'Kepler Gold Medal', 'American Association', 'Gold Medal of the Royal Astronomical Society', 'Bruce Medal']","['O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'I-award', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'I-award', 'I-award', 'I-award', 'I-award', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'O', 'O', 'B-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'I-award', 'I-award', 'I-award', 'I-award', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'O', 'O']","['O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'I-award', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'I-award', 'I-award', 'I-award', 'I-award', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'I-award', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'O', 'O']","1. J. Lawrence Smith Medal | True | as it is an academic award (award)
    2. National Academy of Sciences | True | as it is an official scientific organization (organisation)
    3. 1960 | False | as it is a date and not an entity
    4. Meteoritical Society Frederick C. Leonard Memorial Medal | True | as it is a medal/award given by the Meteoritical Society, an organisation (award)
    5. 1968 | False | as it is a date and not an entity
    6. Kepler Gold Medal | True | as it is a medal/ award given by the American Association for the Advancement of Science & Meteoritical Society (award)
    7. American Association for the Advancement of Science &amp; Meteoritical Society | True | as it is an academic and scientific organisation (organisation)
    8. 1972 | False | as it is a date and not an entity
    9. Gold Medal of the Royal Astronomical Society | True | as it is an award (award)
    10. Royal Astronomical Society | True | as it is an organisation related to the study of astronomy (organisation)
    11. 1975 | False | as it is a date and not an entity
    12. Bruce Medal | True | as it is an award (award)
    13. 1976 | False | as it is a date and not an entity",0.7142857142857143,"He | O won | O the | O J. | B-award Lawrence | I-award Smith | I-award Medal | I-award from | O the | O National | B-organisation Academy | I-organisation of | I-organisation Sciences | I-organisation in | O 1960 | O , | O the | O Meteoritical | B-award Society | I-award Frederick | I-award C. | I-award Leonard | I-award Memorial | I-award Medal | I-award in | O 1968 | O , | O the | O Kepler | B-award Gold | I-award Medal | I-award from | O the | O American | O Association | O for | O the | O Advancement | O of | O Science | O & | O amp | O ; | O Meteoritical | O Society | O in | O 1972 | O , | O the | O Gold | B-award Medal | I-award of | I-award the | I-award Royal | B-organisation Astronomical | I-organisation Society | I-organisation in | O 1975 | O and | O the | O Bruce | B-award Medal | I-award in | O 1976 | O . | O","He | O won | O the | O J. | B-award Lawrence | I-award Smith | I-award Medal | I-award from | O the | O National | B-organisation Academy | I-organisation of | I-organisation Sciences | I-organisation in | O 1960 | O , | O the | O Meteoritical | B-award Society | I-award Frederick | I-award C. | I-award Leonard | I-award Memorial | I-award Medal | I-award in | O 1968 | O , | O the | O Kepler | B-award Gold | I-award Medal | I-award from | O the | O American | B-organisation Association | I-organisation for | O the | O Advancement | O of | O Science | O & | O amp | O ; | O Meteoritical | O Society | O in | O 1972 | O , | O the | O Gold | B-award Medal | I-award of | I-award the | I-award Royal | I-award Astronomical | I-award Society | I-award in | O 1975 | O and | O the | O Bruce | B-award Medal | I-award in | O 1976 | O . | O",False
"The next year , in 1995 , a film adaptation of the book , Apollo 13 , was released , directed by Ron Howard and starring Tom Hanks as Lovell , Bill Paxton as Haise , Kevin Bacon as Swigert , Gary Sinise as Mattingly , Ed Harris as Kranz , and Kathleen Quinlan as Marilyn Lovell .","['Apollo 13', 'Ron Howard', 'Tom Hanks', 'Lovell', 'Bill Paxton', 'Haise', 'Kevin Bacon', 'Swigert', 'Gary Sinise', 'Mattingly', 'Ed Harris', 'Kranz', 'Kathleen Quinlan', 'Marilyn Lovell']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-misc', 'I-misc', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'B-person', 'I-person', 'O', 'B-person', 'O', 'O', 'B-person', 'I-person', 'O', 'B-person', 'I-person', 'O']","1. 1995 | False | as it is a date which does not have a physical existence (Not an entity)
    2. film adaptation | False | as it refers to a process not a specific entity
    3. Apollo 13 | True | as it could either refer to the mission itself (event), or the film (misc) based on context
    4. Ron Howard | True | Played the role directing the film adaptation, he is a person (person)
    5. Tom Hanks | True | as he is an actor/a person (person)
    6. Lovell | True | as he is a character in the film (person)
    7. Bill Paxton | True | as he is an actor/a person (person)
    8. Haise | True | as he is a character in the film (person)
    9. Kevin Bacon | True | as he is an actor/a person (person)
    10. Swigert | True | as he is a character in the film (person)
    11. Gary Sinise | True | as he is an actor/a person (person)
    12. Mattingly | True | as he is a character in the film (person)
    13. Ed Harris | True | as he is an actor/a person (person)
    14. Kranz | True | as he is a character in the film (person)
    15. Kathleen Quinlan | True | as she is an actress/a person (person)
    16. Marilyn Lovell | True | as she is a character in the film (person)",0.9285714285714286,"The | O next | O year | O , | O in | O 1995 | O , | O a | O film | O adaptation | O of | O the | O book | O , | O Apollo | B-event 13 | I-event , | O was | O released | O , | O directed | O by | O Ron | B-person Howard | I-person and | O starring | O Tom | B-person Hanks | I-person as | O Lovell | B-person , | O Bill | B-person Paxton | I-person as | O Haise | B-person , | O Kevin | B-person Bacon | I-person as | O Swigert | B-person , | O Gary | B-person Sinise | I-person as | O Mattingly | B-person , | O Ed | B-person Harris | I-person as | O Kranz | B-person , | O and | O Kathleen | B-person Quinlan | I-person as | O Marilyn | B-person Lovell | I-person . | O","The | O next | O year | O , | O in | O 1995 | O , | O a | O film | O adaptation | O of | O the | O book | O , | O Apollo | B-misc 13 | I-misc , | O was | O released | O , | O directed | O by | O Ron | B-person Howard | I-person and | O starring | O Tom | B-person Hanks | I-person as | O Lovell | B-person , | O Bill | B-person Paxton | I-person as | O Haise | B-person , | O Kevin | B-person Bacon | I-person as | O Swigert | B-person , | O Gary | B-person Sinise | I-person as | O Mattingly | B-person , | O Ed | B-person Harris | I-person as | O Kranz | B-person , | O and | O Kathleen | B-person Quinlan | I-person as | O Marilyn | B-person Lovell | I-person . | O",False
"The journal is published by Taylor and Francis on behalf of the American Association of Geographers , of which it is one of four official journals , the others being The Professional Geographer , AAG Review of Books , GeoHumanities , and African Geographical Review .","['Taylor and Francis', 'American Association of Geographers', 'The Professional Geographer', 'AAG Review of Books', 'GeoHumanities', 'African Geographical Review']","['O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-academicjournal', 'I-academicjournal', 'I-academicjournal', 'O', 'B-academicjournal', 'I-academicjournal', 'I-academicjournal', 'I-academicjournal', 'O', 'B-academicjournal', 'O', 'O', 'B-academicjournal', 'I-academicjournal', 'I-academicjournal', 'O']","['O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-academicjournal', 'I-academicjournal', 'I-academicjournal', 'O', 'B-academicjournal', 'I-academicjournal', 'I-academicjournal', 'I-academicjournal', 'O', 'B-academicjournal', 'O', 'O', 'B-academicjournal', 'I-academicjournal', 'I-academicjournal', 'O']","1. Journal | False | as it is not named, it doesn't qualify as an entity.
2. Taylor and Francis | True | as it is an organisation that publishes academic journals (organisation)
3. American Association of Geographers | True | as it is an organisation related to geography (organisation)
4. The Professional Geographer | True | as it's Another academic journal published by the association (academicjournal)
5. AAG Review of Books | True | as this name suggests it is also another academic journal (academicjournal)
6. GeoHumanities | True | as it is named as one of the official journals of the association, therefore it is an academic journal (academicjournal)
7. African Geographical Review | True | as it is one of the official journals of the association (academicjournal)",1.0,"The | O journal | O is | O published | O by | O Taylor | B-organisation and | I-organisation Francis | I-organisation on | O behalf | O of | O the | O American | B-organisation Association | I-organisation of | I-organisation Geographers | I-organisation , | O of | O which | O it | O is | O one | O of | O four | O official | O journals | O , | O the | O others | O being | O The | B-academicjournal Professional | I-academicjournal Geographer | I-academicjournal , | O AAG | B-academicjournal Review | I-academicjournal of | I-academicjournal Books | I-academicjournal , | O GeoHumanities | B-academicjournal , | O and | O African | B-academicjournal Geographical | I-academicjournal Review | I-academicjournal . | O","The | O journal | O is | O published | O by | O Taylor | B-organisation and | I-organisation Francis | I-organisation on | O behalf | O of | O the | O American | B-organisation Association | I-organisation of | I-organisation Geographers | I-organisation , | O of | O which | O it | O is | O one | O of | O four | O official | O journals | O , | O the | O others | O being | O The | B-academicjournal Professional | I-academicjournal Geographer | I-academicjournal , | O AAG | B-academicjournal Review | I-academicjournal of | I-academicjournal Books | I-academicjournal , | O GeoHumanities | B-academicjournal , | O and | O African | B-academicjournal Geographical | I-academicjournal Review | I-academicjournal . | O",True
"Some additional examples include 990 Yerkes , 991 McDonalda , and 992 Swasey around this time ; many more minor planets would be discovered at the observatory in the following decades .","['990 Yerkes', '991 McDonalda', '992 Swasey']","['O', 'O', 'O', 'O', 'B-astronomicalobject', 'I-astronomicalobject', 'O', 'B-astronomicalobject', 'I-astronomicalobject', 'O', 'O', 'B-astronomicalobject', 'I-astronomicalobject', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-astronomicalobject', 'I-astronomicalobject', 'O', 'B-astronomicalobject', 'I-astronomicalobject', 'O', 'O', 'B-astronomicalobject', 'I-astronomicalobject', 'O', 'O', 'O', 'O', 'O', 'O', 'B-astronomicalobject', 'I-astronomicalobject', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O']","1. 990 Yerkes | True | as it likely refers to an astronomical object (astronomicalobject)
    2. 991 McDonalda | True | as it likely refers to an astronomical object (astronomicalobject)
    3. 992 Swasey | True | as it likely refers to an astronomical object (astronomicalobject)
    4. observatory | True | as an observatory is a location where astronomical observations take place (location)
    5. minor planets | True | as it refers to a category of astronomical objects (astronomicalobject)",0.7499999999999999,"Some | O additional | O examples | O include | O 990 | B-astronomicalobject Yerkes | I-astronomicalobject , | O 991 | B-astronomicalobject McDonalda | I-astronomicalobject , | O and | O 992 | B-astronomicalobject Swasey | I-astronomicalobject around | O this | O time | O ; | O many | O more | O minor | B-astronomicalobject planets | I-astronomicalobject would | O be | O discovered | O at | O the | O observatory | B-location in | O the | O following | O decades | O . | O","Some | O additional | O examples | O include | O 990 | B-astronomicalobject Yerkes | I-astronomicalobject , | O 991 | B-astronomicalobject McDonalda | I-astronomicalobject , | O and | O 992 | B-astronomicalobject Swasey | I-astronomicalobject around | O this | O time | O ; | O many | O more | O minor | O planets | O would | O be | O discovered | O at | O the | O observatory | O in | O the | O following | O decades | O . | O",False
"Pathogenic spirochetes , including B. burgdorferi and T. pallidum , use their proteolipid Bacterial adhesin s to stick to victim cells .","['Pathogenic spirochetes', 'B. burgdorferi', 'T. pallidum', 'Bacterial adhesin']","['B-misc', 'I-misc', 'O', 'O', 'B-misc', 'I-misc', 'O', 'B-misc', 'I-misc', 'O', 'O', 'O', 'O', 'B-misc', 'I-misc', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-misc', 'I-misc', 'O', 'O', 'B-misc', 'I-misc', 'O', 'B-misc', 'I-misc', 'O', 'O', 'O', 'B-protein', 'I-protein', 'I-protein', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. Pathogenic spirochetes | True | as it is a specific type of bacteria (misc)
2. B. burgdorferi | True | as it is a named bacterium (misc)
3. T. pallidum | True | as it is a named bacterium (misc)
4. proteolipid Bacterial adhesin | True | as 'Proteolipid' and 'bacterial adhesin' are proteins used by bacteria to stick to cells (protein) 
5. victim cells | False | as it does not belong to any entity type listed. It is adjective+noun.",0.75,"Pathogenic | B-misc spirochetes | I-misc , | O including | O B. | B-misc burgdorferi | I-misc and | O T. | B-misc pallidum | I-misc , | O use | O their | O proteolipid | B-protein Bacterial | I-protein adhesin | I-protein s | O to | O stick | O to | O victim | O cells | O . | O","Pathogenic | B-misc spirochetes | I-misc , | O including | O B. | B-misc burgdorferi | I-misc and | O T. | B-misc pallidum | I-misc , | O use | O their | O proteolipid | O Bacterial | B-misc adhesin | I-misc s | O to | O stick | O to | O victim | O cells | O . | O",False
"It was opened in 1982 to host the 1982 Southern Cross Games and since then it has hosted the 1983 South American Championships in Athletics ; the 1985 , 1994 and 2001 South American Junior Championships in Athletics ; and the 1989 and 2001 Pan American Junior Athletics Championships , beside numerous seminars , congresses and courses .","['1982 Southern Cross Games', '1983 South American Championships', 'Athletics', '2001 South American Junior Championships', 'Athletics', '2001 Pan American Junior Athletics Championships']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'I-event', 'O', 'B-misc', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'I-event', 'I-event', 'O', 'B-misc', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'I-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'I-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'I-event', 'I-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'B-event', 'I-event', 'I-event', 'I-event', 'I-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","1. 1982 Southern Cross Games | True | This is referred to as an global event hence it is an event (event)
2. 1982 | False | It's a date. Dates are not entities.
3. 1983 South American Championships in Athletics | True | This is an event where athletes compete, hence it is an event (event)
4. 1985 | False | It's a date. Dates are not entities.
5. 1994 | False | It's a date. Dates are not entities.
6. 2001 South American Junior Championships in Athletics | True | This is another event where athletes compete, hence it is an event (event)
7. 1989 | False | It's a date. Dates are not entities.
8. 2001 Pan American Junior Athletics Championships | True | This is an event where athletes compete, hence it is an event (event)
9. seminars | False | This is an event type and not a specific event, thus it is not an entity.
10. congresses | False | This is an event type and not a specific event, thus it is not an entity.
11. courses | False | This is an event type and not a specific event, thus it is not an entity.",0.4,"It | O was | O opened | O in | O 1982 | O to | O host | O the | O 1982 | B-event Southern | I-event Cross | I-event Games | I-event and | O since | O then | O it | O has | O hosted | O the | O 1983 | B-event South | I-event American | I-event Championships | I-event in | I-event Athletics | I-event ; | O the | O 1985 | O , | O 1994 | O and | O 2001 | B-event South | I-event American | I-event Junior | I-event Championships | I-event in | I-event Athletics | I-event ; | O and | O the | O 1989 | O and | O 2001 | B-event Pan | I-event American | I-event Junior | I-event Athletics | I-event Championships | I-event , | O beside | O numerous | O seminars | O , | O congresses | O and | O courses | O . | O","It | O was | O opened | O in | O 1982 | O to | O host | O the | O 1982 | B-event Southern | I-event Cross | I-event Games | I-event and | O since | O then | O it | O has | O hosted | O the | O 1983 | B-event South | I-event American | I-event Championships | I-event in | O Athletics | B-misc ; | O the | O 1985 | O , | O 1994 | O and | O 2001 | B-event South | I-event American | I-event Junior | I-event Championships | I-event in | O Athletics | B-misc ; | O and | O the | O 1989 | O and | O 2001 | B-event Pan | I-event American | I-event Junior | I-event Athletics | I-event Championships | I-event , | O beside | O numerous | O seminars | O , | O congresses | O and | O courses | O . | O",False
"More recently , some of the top awards for geophysicists are the Vetlesen Prize ( intended to be the equivalent of a Nobel Prize for geology or geophysics ) ; the William Bowie Medal ( the top award of the American Geophysical Union ) ; and the Crafoord Prize for geosciences .","['Vetlesen Prize', 'Nobel Prize', 'geology', 'geophysics', 'William Bowie Medal', 'American Geophysical Union', 'Crafoord Prize', 'geosciences']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'B-discipline', 'O', 'B-discipline', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'B-discipline', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'B-discipline', 'O', 'B-discipline', 'O', 'O', 'O', 'B-award', 'I-award', 'I-award', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-award', 'I-award', 'O', 'B-discipline', 'O']","1. Vetlesen Prize | True | as it is an award (award)
2. Nobel Prize | True | as it is an award (award)
3. geology | True | as it is an academic discipline (discipline)
4. geophysics | True | as it is an academic discipline (discipline)
5. William Bowie Medal | True | as it is an award (award)
6. American Geophysical Union | True | as it is an organisation (organisation)
7. Crafoord Prize | True | as it is an award (award)
8. geosciences | True | as it is an academic discipline (discipline)",1.0,"More | O recently | O , | O some | O of | O the | O top | O awards | O for | O geophysicists | O are | O the | O Vetlesen | B-award Prize | I-award ( | O intended | O to | O be | O the | O equivalent | O of | O a | O Nobel | B-award Prize | I-award for | O geology | B-discipline or | O geophysics | B-discipline ) | O ; | O the | O William | B-award Bowie | I-award Medal | I-award ( | O the | O top | O award | O of | O the | O American | B-organisation Geophysical | I-organisation Union | I-organisation ) | O ; | O and | O the | O Crafoord | B-award Prize | I-award for | O geosciences | B-discipline . | O","More | O recently | O , | O some | O of | O the | O top | O awards | O for | O geophysicists | O are | O the | O Vetlesen | B-award Prize | I-award ( | O intended | O to | O be | O the | O equivalent | O of | O a | O Nobel | B-award Prize | I-award for | O geology | B-discipline or | O geophysics | B-discipline ) | O ; | O the | O William | B-award Bowie | I-award Medal | I-award ( | O the | O top | O award | O of | O the | O American | B-organisation Geophysical | I-organisation Union | I-organisation ) | O ; | O and | O the | O Crafoord | B-award Prize | I-award for | O geosciences | B-discipline . | O",True
"The alkaline earth metals are named after their oxide s , the alkaline earths , whose old-fashioned names were beryllia , Magnesium oxide , Calcium oxide , strontia , and baryta .","['alkaline earth metals', 'oxide', 'alkaline earths', 'beryllia', 'Magnesium oxide', 'Calcium oxide', 'strontia', 'baryta']","['O', 'B-misc', 'I-misc', 'I-misc', 'O', 'O', 'O', 'O', 'B-chemicalcompound', 'O', 'O', 'O', 'B-misc', 'I-misc', 'O', 'O', 'O', 'O', 'O', 'B-chemicalcompound', 'O', 'B-chemicalcompound', 'I-chemicalcompound', 'O', 'B-chemicalcompound', 'I-chemicalcompound', 'O', 'B-chemicalcompound', 'O', 'O', 'B-chemicalcompound', 'O']","['O', 'B-chemicalelement', 'I-chemicalelement', 'I-chemicalelement', 'O', 'O', 'O', 'O', 'B-chemicalcompound', 'O', 'O', 'O', 'B-chemicalcompound', 'I-chemicalcompound', 'O', 'O', 'O', 'O', 'O', 'B-chemicalcompound', 'O', 'B-chemicalcompound', 'I-chemicalcompound', 'O', 'B-chemicalcompound', 'I-chemicalcompound', 'O', 'B-chemicalcompound', 'O', 'O', 'B-chemicalcompound', 'O']","1. alkaline earth metals | True | as they are a category of chemical elements (chemicalelement)
    2. oxide | True | as it is a type of chemical compound (chemicalcompound)
    3. alkaline earths | True | as they are a category of chemical compounds (chemicalcompound)
    4. beryllia | True | as it is a chemical compound (chemicalcompound)
    5. Magnesium oxide | True | as it is a chemical compound (chemicalcompound)
    6. Calcium oxide | True | as it is a chemical compound (chemicalcompound)
    7. strontia | True | as it is a chemical compound (chemicalcompound)
    8. baryta | True | as it is a chemical compound (chemicalcompound)",0.75,"The | O alkaline | B-chemicalelement earth | I-chemicalelement metals | I-chemicalelement are | O named | O after | O their | O oxide | B-chemicalcompound s | O , | O the | O alkaline | B-chemicalcompound earths | I-chemicalcompound , | O whose | O old-fashioned | O names | O were | O beryllia | B-chemicalcompound , | O Magnesium | B-chemicalcompound oxide | I-chemicalcompound , | O Calcium | B-chemicalcompound oxide | I-chemicalcompound , | O strontia | B-chemicalcompound , | O and | O baryta | B-chemicalcompound . | O","The | O alkaline | B-misc earth | I-misc metals | I-misc are | O named | O after | O their | O oxide | B-chemicalcompound s | O , | O the | O alkaline | B-misc earths | I-misc , | O whose | O old-fashioned | O names | O were | O beryllia | B-chemicalcompound , | O Magnesium | B-chemicalcompound oxide | I-chemicalcompound , | O Calcium | B-chemicalcompound oxide | I-chemicalcompound , | O strontia | B-chemicalcompound , | O and | O baryta | B-chemicalcompound . | O",False
Hamilton was a visiting professor at Harvard University and later spent nine months with the Royal Society ' s and the Royal Geographical Society ' s Xavantina-Cachimbo Expedition as a visiting professor at the University of São Paulo .,"['Hamilton', 'Harvard University', 'Royal Society', 'Royal Geographical Society', 'Xavantina-Cachimbo Expedition', 'University of São Paulo']","['B-scientist', 'O', 'O', 'O', 'O', 'O', 'B-university', 'I-university', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'B-university', 'I-university', 'I-university', 'I-university', 'O']","['B-person', 'O', 'O', 'O', 'O', 'O', 'B-university', 'I-university', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'O', 'O', 'O', 'O', 'B-organisation', 'I-organisation', 'I-organisation', 'O', 'O', 'B-event', 'I-event', 'O', 'O', 'O', 'O', 'O', 'O', 'B-university', 'I-university', 'I-university', 'I-university', 'O']","1. Hamilton | True | as it is a person's name (person)
2. Harvard University | True | as it is a university (university)
3. Nine months | False | as it is time duration (nothing)
4. Royal Society | True | as it is an organisation (organisation)
5. Royal Geographical Society | True | as it is an organisation (organisation)
6. Xavantina-Cachimbo Expedition | True | it is an event (event)
7. University of São Paulo | True | as it is a university (university).",0.8333333333333334,Hamilton | B-person was | O a | O visiting | O professor | O at | O Harvard | B-university University | I-university and | O later | O spent | O nine | O months | O with | O the | O Royal | B-organisation Society | I-organisation ' | O s | O and | O the | O Royal | B-organisation Geographical | I-organisation Society | I-organisation ' | O s | O Xavantina-Cachimbo | B-event Expedition | I-event as | O a | O visiting | O professor | O at | O the | O University | B-university of | I-university São | I-university Paulo | I-university . | O,Hamilton | B-scientist was | O a | O visiting | O professor | O at | O Harvard | B-university University | I-university and | O later | O spent | O nine | O months | O with | O the | O Royal | B-organisation Society | I-organisation ' | O s | O and | O the | O Royal | B-organisation Geographical | I-organisation Society | I-organisation ' | O s | O Xavantina-Cachimbo | B-event Expedition | I-event as | O a | O visiting | O professor | O at | O the | O University | B-university of | I-university São | I-university Paulo | I-university . | O,False
